Name
Marcos Acosta
Hassan Al-Zafawi
Fábio Pala
Jucie Lupeta
Ericson
Diego Maurício
Manú
Yann Rolim
Giovani
Zé Ricardo
Anderson Zangão
Jiaqi Han
Le Tong
Maringá
Shiryu Fujiwara
Brendon Estevam
Matheus Jesus
Jamerson
Buba
Leonardo Dreyer
Stanley
Elias
Marcelo Meli
Budaq Nasirov
Gerson Magrão
Renato Neto
Carlos Jatoba
Simeon Slavchev
Nemanja Petrović
Latyr Fall
Lamine Ba
José Xavier
Carlos Moura
João Paredes
Marlon Rangel
João Kuspiosz
Mika Borges
Filipe Brigues
Faissal Zangre
Anderson Conceição
Jordán
Tiago Galvão
Gonçalo Torres
Mihlali Mayambela
Vítor Bastos
Francis Koné
Diego Gonçalves
Per Kröldrup
Jean Pablo
Kanú
Rafa Vieira
Jean Barrientos
David Luis
Suéliton
Nassim Zitouni
Tiago Lima Pereira
Mica
Hervé Tchami
Rena
Renato Maia
Tiago Jogo
Nandinho
Roderick Miller
Brian Gómez
Gustavo Ermel
Rafael Gladiador
Shi Tang
Yerjet Yerzat
Matías Degra
Paulo Freitas
Carlao
Duarte Duarte
Christian Irobiso
Fernando Neto
Grégory Arnolin
Hêndrio Araújo
Dylan McGowan
Bruno Leite
Edu Pinheiro
Raúl Almeida
Tiago Serralheiro
Valkenedy
Vasco Matos
Jonathan Urretaviscaya
Esquerdinha
Samuel Santos
Cristiano Abreu
Bonera
Johnson Owusu
Rudy Monteiro
Mamadou Traoré
Danny
Armando Freitas
Tenglong Lei
Fidelis
Amar Zildzovic
Márcio Rosário
Rodrigo Lindoso
Viktor Lundberg
Johnny Vidales
Cristian Alex
Filipe Almeida
Tafsir Chérif
José Postiga
Ricardo Schutte
Jeferson
Rúben Alfaiate
João Cunha
Jony Ñiguez
Óscar Barros
Diogo Firmino
Édson Almeida
Gonzalo Bueno
Kheireddine Zarabi
Renny Vega
Wanderson Miranda
Vitor
Cristian Lema
Bruno Cortez
Lolo Plá
Franco Jara
Alaa Abbas
James Arthur
Diogo Ramalho
Vítor Vinha
Draman Haminu
Éder Sciola
Kalidou Yero
Maximilian Haas
Nélson Agra
Manassé Enza-Yamissi
Rui Batalha
Hossam Hassan
Gladstone
Júlio Neiva
David Batista
Douglas Coutinho
Luis Aguiar
Hebert
José Gomes
Vitali Lystsov
Adílio Varela
Tomás Cardoso
Mateusz Zachara
Júnior Pius
Simão Pipo
Wanderson Lima
Ruben Saldanha
Thiago Carleto
Marlon de Jesús
Stéphane Dasse
Stevan Kovacevic
Idrissa Coulibaly
Leandro Ribeiro
Fabrice Fokobo
Lucho González
Marat Izmailov
Julian Belle
Rodrigo Simão
Diogo Santos
Miguel Machado
Abdiel Arroyo
Ousmane Sountoura
Diogo Motty
Lucas Morelatto
Rui Caniço
Gladestony
Luís Gustavo
João Manuel
Leandro Borges
Charalampos Kyriakou
Tiago Duque
Nick
Paulo Jorge
Káká
Victor Giro
Mamadou Diawara
Eggert Gunnthór Jónsson
Mourtala Diakité
Traquina
Mailó
José San Román
Chovanie Amatkarijo
Catalin Tira
Bas Meeuwissen
Richelo Fecunda
Michalis Spiridakis
Quiermo Dumay
Jerry van Wolfgang
Henrik Ojamaa
Orhan Džepar
Dennis Hettinga
Patrick ter Mate
Guyon Philips
Michel Gerritsen Mulkes
Omar Kavak
Thomas Azevedo
Joeri Schroijen
Maurice de Ruiter
Maurits Schmitz
Thomas Huijben
Denzel Slager
Desley Ubbink
Furhgill Zeldenrust
Maik van den Kieboom
Mark Janssen
Mickaël Tavares
Rodney Sneijder
Beto da Silva
Stanislav Manolev
Ryan Johansson
Christopher Braun
Sander Rau
Luc Tinnemans
Lazar Kojic
Job van de Walle
Noël Goossens
Sem de Wit
Brian Meulmeester
Nando Wormgoor
Andwelé Slory
Rihairo Meulens
Everon Pisas
Erixon Danso
Kasper Oldenburger
Kjelt Engbers
Yoshiaki Takagi
Johan Martensson
Matthieu Delpierre
Thomas Dalgaard
Jeroen Lumu
Beni Badibanga
Athanasios Papazoglou
David Boysen
Danny Stassar
Lars van Meurs
Frederic Ananou
Nestoras Mytidis
Adnan Secerovic
Dylan Zwartjes
Kai-David Bösing
Willem Ofori
Gibril Sankoh
Georgi Zhukov
Santiago Palacios
Arjen Hagenauw
Michael Törnes
Nikola Aksentijevic
Marcus Pedersen
Sam Hutchinson
Jonathan Reis
Alexander Christovao
Leon Broekhof
Jergé Hoefdraad
Jamiro Monteiro
Koen Muller
David Mendes da Silva
Dean Bredewolt
Youssef Fennich
Haico Epe
Mimoun Eloisghiri
Ronnie Reniers
Theo Vogelsang
Adil Tihouna
Abdel Malek El Hasnaoui
Boban Lazic
Soufyan Moro
Sekou Cissé
Harmeet Singh
Rodny Lopes Cabral
Tom Overtoom
Anthony van den Hurk
Reyer van Doorn
Kyvon Leidsman
Agil Etemadi
Jordy Thomassen
Andrew Driver
Tolgahan Cicek
Jeroen Meurs
Nathaniel Will
Travis Brent
Mark Engberink
Michael Olaitan
Youri Loen
Bahnou Seydina Diarra
Dadi Bergsson
Geert Arend Roorda
Pavel Cmovs
Sören Rieks
Stijn de Looijer
Adam Örn Arnarson
Sjoerd Ars
Benjamin Kirsten
Kristján Gauti Emilsson
Hannes Thór Halldórsson
Justin Mathieu
Jeffrey Altheer
Maxim Deckers
Niek Vossebelt
Paul Kok
Maarten Martens
Raymond Gyasi
Dalian Maatsen
Yousouf Zinga
Isak Ssewankambo
Jesse van Bezooijen
Vinnie Vermeer
Demy de Zeeuw
Ricardo Farcas
Karolis Uzela
Maurice Gomis
Mattia Finotto
Shaka Mawuli Eklu
Marco Spina
Francesco Pio Russo
Leonardo Ubaldi
Daniele Gasparetto
Ransford Selasi
Dario Zuparic
Marco Acatullo
Stefano Pettinari
Francesco Nicastro
Diego Zuppel
Nicolò Bertola
Niccolò Pietra
Nicola Citro
Alessandro Gori
Pier Paolo Salvati
Michele Volpe
Giuseppe Marcianò
Andrea Errico
Davide Bertoncini
Daniele Altobelli
Damiano Zanon
Arturo Lupoli
Manuel Arteaga
Granddi N'Goyi
Danilo Ortíz
Tommaso Tentoni
Eyob Zambataro
Denis Hergheligiu
Davide Agazzi
Christian Mora
Mbaye Seck
Modou Badjie
Nicolas La Vigna
Patrick Asmah
Andrea Boffelli
Alessandro Santopadre
Alessandro Eleuteri
Simone Mazzocchi
Stefano Marchetti
Isnik Alimi
Gabriel Lunetta
Federico Chiossi
Giacomo Parigi
Matteo Contini
Doudou Mangni
Carlo Cremaschi
Nadir Minotti
Nicolò Tonon
Antonio Palma
Rubén Bentancourt
Simone Emmanuello
Simone Magnaghi
Valerio Nava
James Troisi
Alex Redolfi
Leonardo Gatto
Luca Milesi
Luca Zanotti
Sedrick Kalombo
Stefan Strandberg
Antonio Russo
Jacopo De Matteis
Mikael
Razvan Sava
Kader Kouakou
Edoardo Stanghellini
Alessio Benedetti
Nathan Buaka
Matteo Procopio
Lorenzo Carissoni
Gianluca Piccoli
Ilyas Zeytulaev
Filippo Scaglia
Marco Chiosa
Nicolás Gorobsov
Sergiu Suciu
Ali Samake
Alessandro Iacuaniello
Elia Bortoluz
Marko Savatovic
Andrea Morello
Davide Cinaglia
Nicholas Lentini
Simone Rossetti
Andrea Vassallo
Filippo Lombardi
Gianluca Draghetti
Federico Casarini
Henry Giménez
Kadir Caidi
Daniele Grandi
Luca Marchignoli
Luca Veratti
Manuel Gavilán
Martí Riverola
Mathías Abero
Matteo Boccaccini
Abdallah Yaisien
Matteo Montorsi
Angelo Gregorio
Nicola Pescatore
Andrea Pisanu
Riccardo Casini
Riccardo Pasi
Alessandro Marchi
Giacomo Venturi
Giovanni Di Noia
Lorenzo Sarini
Davide Savi
Davide Mansi
Damir Bartulovic
Giovanni Nuti
Andrea Magrini
Michael Fabbro
Michele Bragantini
Filippo Fondi
Anthony Rivituso
Oumaro Coulibaly
Pablo Granoche
Pavol Farkas
Radoslav Kirilov
Amedeo Benedetti
Sergio Viotti
Alessandro Sbaffo
Alessandro Bassoli
Juri Cisotti
Jacopo Coletta
Kamil Vacek
Lucas Finazzi
Manuel Pamic
Marcos De Paula
Antonio Cinelli
Jhon Fredy Miranda
Grega Sorcan
Patryk Dziczek
Alessio Furlanetto
Luan Capanni
Daniel Bezziccheri
Alessio Luciani
Antonio Rozzi
Giuseppe Capua
Riccardo Perpetuini
Aurimas Vilkaitis
Seyi Adeleke
Ettore Mendicino
Luca Crescenzi
Andrea Sbraga
Kristjan Matosevic
FINANCES
Leagues
1.Bundesliga1.HNL2.BundesligaAustrian BundesligaAllsvenskanBesta Deild KarlaBrasileiroCategoria Primera AChampionshipEkstraklasaEliteserienEredivisieFirst Division ALa LigaLa Liga 2League OneLeague TwoLigue 1Ligue 2Luxembourg National DivisionNational LeagueNational League NorthNational League SouthPremier LeaguePrimeira LigaPrimera DivsionScottish PremiershipRussian Premier LigaSerie ASerie BSuper League GreeceSuper LigSuperligaenSwiss Super LeagueVeikkausliiga
Clubs
AC MilanAjaxArsenalAtletico MadridBarcelonaBayern MunichBenficaBorussia DortmundCelticChelseaFlamengoInter MilanJuventusLiverpoolManchester CityManchester UnitedNapoliPalmeirasPortoPSGReal MadridRomaSevillaSporting LisbonTottenham
Matias Nani
Andrea Paolelli
Michael Bradley
Júlio Sérgio
Giammario Piscitella
Paolo Frascatore
Petar Golubovic
Filippo Scardina
Wesley Yamnaine
Alexis Ferrante
Tomas Svedkauskas
Vlad Marin
Andrea Ciofi
Dario Vittorio Meadows
Devid Eugene Bouah
Rezan Corlu
Tomas Vestenicky
Nabila Samba
Ludovico Palumbo
Emiliano Tortolano
Ousmane Diop
Pablo Álvarez
Ameth Fall
Fabio Sciacca
Federico Moretti
Edgar Cani
Mario Bria
Federico Freire
Simone Caruso
Leonardo Sarzi Maddidini
Andrea Masetti
Pietro Cianci
Andrea Cisco
Aladje
Lorenzo Lari
Tommaso Bianchi
Lorenzo Laverone
Luca Benedetti
Lorenzo Bambozzi
Lino Marzorati
Riccardo Barbuti
Carl Valeri
Moussa Souare
Andrea Cagnano
Vincenzo Tommasone
Alessandro Mattioli
Nicolò Di Stefano
Patrick Olsen
Giovanni Zaro
Rodrigo Alborno
Diego Mella
Cristian Chivu
Simone Pasa
Wálter Samuel
Lukas Spendlhofer
Giuseppe Zampano
Nunzio Di Roberto
Pietro De Giorgio
Aniello Salzano
Andrea Mazzarani
Valentin Cojocaru
Iwo Kaczmarski
Marco Imperiale
Eduardo Baldé
Massimiliano Benucci
Emanuele Fenderico
Vincenzo Plescia
Davide Zappella
Niccolò Ricchi
Nikola Pejovic
Tommaso Di Renzone
Marco Curto
Ronaldo
Matteo Bachini
Irakli Shekiladze
Romano Perticone
Davide Moro
Alessio Agrifogli
Tanner Tessmann
Gianmarco Zigoni
Daan Heymans
Óttar Magnús Karlsson
Arnór Sigurdsson
Bruno Bertinato
Dor Peretz
Vasco da Cunha
Matias Antonini
Davide Arras
Nunzio Lella
Matteo Cotali
Niccolò Cabras
Daniele Giorico
Alexandro Cavagnera
Andreas Jungdal
Jan Kubala
Hamdi Harbaoui
Luca Magnino
Panagiotis Armenakas
Miloš Bočić
Pape Dia
Rosario Licata
Ruben D'Incà
Simone Sbardella
Wojciech Pawlowski
Alessandro Favaro
Jean-Alain Fanchone
Jefferson Oliveira
Luca Corrado
Davide Marsura
Mohamadou Sissoko
Cristian Pasquato
Semuel Pizzignacco
Nicolás Garmendia
Daniele Mori
Agostino Camigliano
Nicola Belmonte
Luca Belingheri
Lorenzo Menicagli
Gabriele Angiolini
Marco Moscati
Alessandro Lambrughi
Filippo Moscati
Émerson
Antonio Meola
Riccardo Regno
Simone Dell'Agnello
Luca Mazzoni
Alessandro Minelli
Andrea Di Maggio
Carl Davordzie
Cristian Cauz
Cristian Galano
Davide Mastaj
Drissa Camara
Emmanuele Matino
Francesco Galuppini
Francesco Giorno
Francesco Golfo
Lorenzo Adorni
Lorenzo Saporetti
Luigi Scaglia
Manuel Nocciolini
Manuel Scavone
Matteo Brunori
Michele Nardi
Redi Kasa
Riccardo Santovito
Sebastiano Longo
Stefano Scognamillo
Vincenzo Mustacciolo
Yves Kouadio
Lazar Petkovic
Gonzalo Martinez
Sotiris Ninis
Jaime Valdés
Ignacio Jeraldino
Badara Sarr
Ismael Taider
Laurentiu Branescu
Giorgio Siani
Francesco Pezziardi
Stefano Padovan
Stefano Pellizzari
Davide Cais
Eric Lanini
Luca Clemenza
Alhassane Soumah
Jorge Martínez
Facundo González
Giacomo Volpe
Louis Munteanu
Josh Pérez
Luca Zanon
Georgios Antzoulas
Christian Koffi
Nicky Beloko
Mattia Trovato
Gustavo Munúa
Rubén Olivera
Laurens Serpe
Aleksander Buksa
Luigi Carillo
Claudio Spinelli
Fallou Njie
Franco Ferrari
Kevin Piscopo
Marcos Curado
Mariano Bernardini
Mattia Zennaro
Michele Emmausso
Felipe Seymour
Enis Nadarevic
William Lacerda
Nicola Pasini
Diego Polenta
Alberto Marchiori
Dániel Tőzsér
Zaine Pierre
Daniel Jara
Rodney Strasser
Kévin Vinetot
Andrea Tufano
Guido Bennati
David Milinkovic
Sandro Embaló
Franco Mussis
Gianluca Di Chiara
Mamadou Kanoute
Karamoko Cissé
Matteo Esposito
Vladyslav Supryaga
Antonio Palumbo
Roberto Criscuolo
Antonio Di Nardo
Erasmo Mulè
Álex Pastor
Federico Furlan
Mohamed Bahlouli
Alessandro Martinelli
Andelko Savic
Davide Gavazzi
Edoardo Blondett
Gianluca Sampietro
Gregorio Luperini
Juan Antonio
Luca Piana
Moreno Beretta
Savvas Gentsoglou
Simone Corazza
Vedran Celjak
Zsolt Laczkó
Emanuel Ercolano
Michele Rocca
Bogdan Jocic
Mattia Spezzani
Michael Rabusic
Nicola Ferrari
Oscar Arzamendia
Paolo Grossi
Pasquale De Vita
Alessandro Sgrigna
Alessandro Carrozza
Simone Ceccarelli
Dino Martinovic
Stefano Bertasi
Filippo De Col
Gennaro Esposito
Gianluca Rizzitelli
Harallamb Qaqi
David Speziale
Kris Jogan
Daniele Borra
Andrea Cocco
Riccardo Brosco
Federico Gino
Manuel Coppola
Hördur Magnússon
João Pedro Piai
Antonio Pio Daniele
Luca Palmiero
Mario Prezioso
Toni Doblas
Jacob Butterfield
Conor McGrandles
Louis Thompson
Vadis Odjidja-Ofoe
Elliot Grandin
Matt Parsons
Jimmy Kébé
Kevin Phillips
Diego Cavalieri
Andy Johnson
Kevin Doyle
Henrique Hilário
Anton Walkes
Shayon Harrison
Timothy Eyoma
Shaq Coulthirst
Kenny McEvoy
Grant Ward
Grant Hall
Michael Harriman
Samba Diakité
Max Ehmer
Seok-yeong Yun
Alejandro Faurlín
Joe Lolley
Jordy Hiwula
Martin Cranie
Tareiq Holmes-Dennis
Conor Newton
James Tavernier
Stuart Findlay
Adam Campbell
Shane Ferguson
Callum Roberts
Ju-yeong Park
Emmanuel Frimpong
Nico Yennaris
Marcus McGuane
Cohen Bramall
Darko Gyabi
Matty Willock
Ángelo Henríquez
Dan Kemp
Joe Powell
George Moncur
Mladen Petric
Pelly-Ruddock Mpanzu
Kyle Knoyle
Gedo
Cameron Stewart
Abdoulaye Fayé
Aaron McLean
Lloyd Dyer
Daniel Pudil
Connor Smith
Luke Simpson
George Thorne
Lee Camp
Markus Rosenberg
Max Melbourne
Sebastián Blanco
Georgios Samaras
Joel Taylor
Jermaine Pennant
Lasse Sörensen
Mohamed El Ouriachi
David Vaughan
David Moberg Karlsson
Liam Marrs
Ciaron Brown
Jack McKay
Nicky Maynard
John Brayford
Craig Conway
Tom James
Bo-kyung Kim
Filip Kiss
Callum Elder
Khanya Leshabela
Davide Lorenzo
Tom Hopper
Paul Gallagher
Michael Cain
Matt Worthington
Shaun Hobson
Elliott Ward
Yann Kermorgant
Jayden Stockley
Adrián Bernabé
Anthony Cáceres
Luke Bolton
Emyr Huws
George Evans
Carlos de Pena
Connor Ripley
Jordan Rhodes
Julien de Sart
Alex Baptiste
Albert Adomah
Emilio Nsue
Adam Reach
Tomás Mejías
Dimitrios Konstantopoulos
Harry Charsley
Aaron Hughes
Georgios Karagounis
Clint Dempsey
Mahamadou Diarra
Steven Benda
Luke Harris
Ben Barclay
Jamie Murphy
Rohan Ince
Tadanari Lee
Danny Fox
Guly
Jordan Turnbull
Kamil Grabara
Ryan Fulton
Dan Cleary
Dan Agyei
Tom Anderson
Bradley Jackson
Anthony Driscoll-Glennon
Ali Koiki
Senah Mango
Mohammadou Samad
Exaucé Ngassaki
Jean-Jacques Pierre
Moussa Bana
Yohan Roche
Kamel Ghilas
Nicolas Fauvergue
Abraham Gneki Guié
Ange Digbeu
Kévin Anin
Andréa Gambetta
Maxime Borges
Enzo Basilio
Alexandre Tégar
Adrián Sahibeddine
Réda Rabeï
Yannick Mamilonne
Raphaël Adiceam
Sekou Baradji
Faïz Selemani
Kevin Mouanga
Bilel Mohsni
Diego Gómez
Matteo Petitgenet
Mehdi Fennouche
Clément Cabaton
Lynel Kitambala
Hugo Roussey
Nicolaj Thomsen
Gabriel Cichero
Saad Trabelsi
Emanuel Herrera
Lucas Toussaint
Médéric Deher
Richard Sila
Brian Fernández
Lilian Fournier
Anthony Mfa Mezui
Fakhreddine Ben Youssef
Mayoro N'Doye
Maurice Dalé
Julien Cetout
Anthony Robic
Abdoulaye Sané
Cheick Diarra
Cheick N'Diaye
Émerson Conceição
Yadaly Diaby
Paulo Pinho
Lalaina Nomenjanahary
Gaëtan Robail
Romain Habran
Yakou Méïté
Sébastien Atlan
Jeremi Kimmakon
Yuri Yakovenko
Brandon Deville
Cédric Orengo
Chahir Belghazouani
Fabrice Begeorgi
Jean-Baptiste Pierazzi
Julien Remiti
Mickael Leca
Nordine Aït Yahia
Stefan Popescu
Adrian Mutu
Ishmael Yartey
Mamadou Diallo
Papa Demba Camara
Édouard Butin
Thierry Doubai
Yaya Banana
Rafaël Dias
Hugo Hagege
Gobe Gouano
Yanis Henin
Éric Abidal
Dominique Pandor
Jakob Poulsen
Jérémy Labor
Matheus Carvalho
Rodrigo Castro
Vujadin Savic
Fahid Ben Khalfallah
Matthieu Chalmé
Hazem Haj-Hassen
Kévin Zinga
Éloge Enza-Yamissi
Dusan Djuric
Pape Camara
Abdoul Kaboré
Aurelian Chitu
Anele Ngcongca
Mahamadou N'Diaye
Thomas Ayasse
Ali M'Madi
Andrés Escobar
Dan Nistor
Diaranké Fofana
Eric Tié Bi
Mohammed Rabiu
