,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
72,872,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,10. Геро,Gero,['Zoltán Gera'],Success
73,873,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,11. Солои,Soloi,['Ádám Szalai'],Success
74,874,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,18. Штибер,Stieber,['Zoltán Stieber'],Success
75,875,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,21. Корчмар,Korchmar,['Zsolt Korcsmár'],Success
76,876,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,14. Ловренчич,Lovrencic,['Gergő Lovrencsics'],Success
77,877,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,1. Мяэнпяя,Mäenpää,"['Niki Mäenpää', 'Niilo Mäenpää']",Success
78,878,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,3. Мойсандер,Moisander,"['Niklas Moisander', 'Henrik Moisander']",Success
79,879,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,4. Тойвио,Toivio,['Joona Toivio'],Success
80,880,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,13. Аркивуо,Arquivuo,['Kari Arkivuo'],Success
81,881,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,22. Хурме,Persimmon,0,Fail
82,882,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,8. П.Хетемай,Phetemai,['Perparim Hetemaj'],Success
83,883,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,10. Пукки,Pukki,['Teemu Pukki'],Success
84,884,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,14. Спарв,Sparv,['Tim Sparv'],Success
85,885,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,19. Ринг,Boxing ring,['Alexander Ring'],Success
86,886,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,11. Риски,Risks,"['Roope Riski', 'Riku Riski']",Success
87,887,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,1. Карнезис,Orestis Karnezis,['Orestis Karnezis'],Success
88,888,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,2. Маниатис,Maniatis,['Giannis Maniatis'],Success
89,889,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,4. Манолас,Manolas,['Konstantinos Manolas'],Success
90,890,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,11. Винтра,Vintra,['Loukas Vyntra'],Success
91,891,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,15. Торосидис,Torosidis,['Vasilios Torosidis'],Success
92,892,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,16. Мавриас,Mavrias,['Charalampos Mavrias'],Success
93,893,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,17. Атанасиадис,Athanasiadis,"['Stefanos Athanasiadis', 'Georgios Athanasiadis']",Success
94,894,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,19. Папастатопулос,Papastathopoulos,['Sokratis Papastathopoulos'],Success
95,895,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,22. Самарис,Samaris,['Andreas Samaris'],Success
96,896,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,23. Тахцидис,Tahcidis,['Panagiotis Tachtsidis'],Success
97,897,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,18. Карелис,Karelis,['Nikolaos Karelis'],Success
98,898,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,1. Кэролл,Carroll,['Roy Carroll'],Success
99,899,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,2. Маклафлин,Mc Laughlin,"['Conor McLaughlin', 'Ryan McLaughlin']",Success
