,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case
692,692,3164,"World Cup Qualifiers, Europe, 2018",Scotland vs Slovenia,26-03-2017,Scotland,SC,2017,SUCCESS,Leigh Griffiths,0,False,Not in either dataset for currect season but present in both seasons around match,True,Leigh Griffiths,L Gri,single
906,906,3174,"World Cup Qualifiers, Europe, 2018",Faroe Islands vs Switzerland,09-06-2017,Faroe Islands,FO,2017,SUCCESS,Viljormur Davidsen,0,False,Not in either dataset for currect season but present in both seasons around match,True,Viljormur Davidsen,i V Davidsen,single
911,911,3174,"World Cup Qualifiers, Europe, 2018",Faroe Islands vs Switzerland,09-06-2017,Faroe Islands,FO,2017,SUCCESS,Finnur Justinussen,0,False,Not in either dataset for currect season but present in both seasons around match,True,Finnur Justinussen,F Justinussen,single
1104,4,2679,"World Cup Qualifiers, Asia, 2022",Oman vs Saudi Arabia,07-09-2021,Oman,OM,2021,SUCCESS,Ali Al-Busaidi,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Ali Al-Busaidi,Ali Al Busaidi,single
1110,10,2679,"World Cup Qualifiers, Asia, 2022",Oman vs Saudi Arabia,07-09-2021,Oman,OM,2021,SUCCESS,Rabia Al-Alawi,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Rabia Al-Alawi,Rabia Al-Alawi,single
1118,18,2679,"World Cup Qualifiers, Asia, 2022",Oman vs Saudi Arabia,07-09-2021,Saudi Arabia,SA,2021,SUCCESS,Fahad Al-Muwallad,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Fahad Al-Muwallad,Fahad Al Muwallad,single
1147,47,2681,"World Cup Qualifiers, Asia, 2022",Thailand vs Indonesia,03-06-2021,Thailand,TH,2021,SUCCESS,Suphan Thongsong,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Suphan Thongsong,S Thongsong,single
1195,95,2683,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs Yemen,05-06-2021,Saudi Arabia,SA,2021,SUCCESS,Fahad Al-Muwallad,0,False,Not in either dataset for currect season but present in both seasons around match,True,Fahad Al-Muwallad,Fahad Al Muwallad,single
1213,113,2684,"World Cup Qualifiers, Asia, 2022",Syria vs Lebanon,12-10-2021,Syria,SY,2021,SUCCESS,Omar Al-Midani,0,False,Not in either dataset for currect season but present in both seasons around match,True,Omar Al-Midani,Omar Al Midani,single
1214,114,2684,"World Cup Qualifiers, Asia, 2022",Syria vs Lebanon,12-10-2021,Syria,SY,2021,SUCCESS,Moayad Ajan,0,False,Not in either dataset for currect season but present in both seasons around match,True,Moayad Ajan,Moayad Al Ajan,single
1223,123,2684,"World Cup Qualifiers, Asia, 2022",Syria vs Lebanon,12-10-2021,Lebanon,LB,2021,SUCCESS,Alexander Michel,0,False,Not in either dataset for currect season but present in both seasons around match,True,Alexander Michel,Alexander Michel,single
1225,125,2684,"World Cup Qualifiers, Asia, 2022",Syria vs Lebanon,12-10-2021,Lebanon,LB,2021,SUCCESS,Soony Saad,0,False,Not in either dataset for currect season but present in both seasons around match,True,Soony Saad,Soony Saad,single
1229,129,2684,"World Cup Qualifiers, Asia, 2022",Syria vs Lebanon,12-10-2021,Lebanon,LB,2021,SUCCESS,Bassel Jradi,0,False,Not in either dataset for currect season but present in both seasons around match,True,Bassel Jradi,Bassel Jradi,single
1230,130,2684,"World Cup Qualifiers, Asia, 2022",Syria vs Lebanon,12-10-2021,Lebanon,LB,2021,SUCCESS,Hassan Maatouk,0,False,Not in either dataset for currect season but present in both seasons around match,True,Hassan Maatouk,Hassan Maatouk,single
1344,244,2690,"World Cup Qualifiers, Asia, 2022",Lebanon vs Iran,11-11-2021,Lebanon,LB,2021,SUCCESS,Alexander Michel,0,False,Not in either dataset for currect season but present in both seasons around match,True,Alexander Michel,Alexander Michel,single
1345,245,2690,"World Cup Qualifiers, Asia, 2022",Lebanon vs Iran,11-11-2021,Lebanon,LB,2021,SUCCESS,Felix Michel,0,False,Not in either dataset for currect season but present in both seasons around match,True,Felix Michel,Felix Michel,single
1350,250,2690,"World Cup Qualifiers, Asia, 2022",Lebanon vs Iran,11-11-2021,Lebanon,LB,2021,SUCCESS,Soony Saad,0,False,Not in either dataset for currect season but present in both seasons around match,True,Soony Saad,Soony Saad,single
1351,251,2690,"World Cup Qualifiers, Asia, 2022",Lebanon vs Iran,11-11-2021,Lebanon,LB,2021,SUCCESS,Bassel Jradi,0,False,Not in either dataset for currect season but present in both seasons around match,True,Bassel Jradi,Bassel Jradi,single
1402,302,2692,"World Cup Qualifiers, Asia, 2022",Iran vs Iraq,15-06-2021,Iraq,IQ,2021,SUCCESS,Ali Adnan,0,False,Not in either dataset for currect season but present in both seasons around match,True,Ali Adnan,Ali Adnan,single
1403,303,2692,"World Cup Qualifiers, Asia, 2022",Iran vs Iraq,15-06-2021,Iraq,IQ,2021,SUCCESS,Humam Tariq,0,False,Not in either dataset for currect season but present in both seasons around match,True,Humam Tariq,Humam Tariq,single
1407,307,2692,"World Cup Qualifiers, Asia, 2022",Iran vs Iraq,15-06-2021,Iraq,IQ,2021,SUCCESS,Mohanad Ali,0,False,Not in either dataset for currect season but present in both seasons around match,True,Mohanad Ali,Mohanad Ali,single
1522,422,2698,"World Cup Qualifiers, Asia, 2022",Oman vs Vietnam,12-10-2021,Oman,OM,2021,SUCCESS,Ali Al-Busaidi,0,False,Not in either dataset for currect season but present in both seasons around match,True,Ali Al-Busaidi,Ali Al Busaidi,single
1640,540,2703,"World Cup Qualifiers, Asia, 2022",Iran vs Syria,2-9-2021,Syria,SY,2021,SUCCESS,Muayad Al-Khouli,0,False,Not in either dataset for currect season but present in both seasons around match,True,Muayad Al-Khouli,Moayad Al Khouli,single
2577,377,4216,"World Cup 2014, Qualifiers, CONMEBOL",Uruguay vs Venezuela,02-Jun-12,Uruguay,UY,2012,SUCCESS,Diego Godín,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Diego Godín,Godín,single
2655,455,4219,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Colombia,03-Jun-12,Colombia,CO,2012,SUCCESS,Pablo Armero,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Pablo Armero,Armero,single
2708,508,4222,"World Cup 2014, Qualifiers, CONMEBOL",Uruguay vs Peru,10-Jun-12,Uruguay,UY,2012,SUCCESS,Diego Godín,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Diego Godín,Godín,single
2743,543,4223,"World Cup 2014, Qualifiers, CONMEBOL",Ecuador vs Colombia,10-Jun-12,Colombia,CO,2012,SUCCESS,Pablo Armero,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Pablo Armero,Armero,single
2754,554,4224,"World Cup 2014, Qualifiers, CONMEBOL",Colombia vs Uruguay,07-Sep-12,Colombia,CO,2012,SUCCESS,Pablo Armero,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Pablo Armero,Armero,single
2764,564,4224,"World Cup 2014, Qualifiers, CONMEBOL",Colombia vs Uruguay,07-Sep-12,Uruguay,UY,2012,SUCCESS,Diego Godín,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Diego Godín,Godín,single
2810,610,4226,"World Cup 2014, Qualifiers, CONMEBOL",Argentina vs Paraguay,07-Sep-12,Paraguay,PY,2012,SUCCESS,Víctor Ayala,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Víctor Ayala,Ayala,single
2813,613,4226,"World Cup 2014, Qualifiers, CONMEBOL",Argentina vs Paraguay,07-Sep-12,Paraguay,PY,2012,SUCCESS,Marcelo Estigarribia,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Marcelo Estigarribia,Estigarribia,single
2853,653,4228,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Colombia,11-Sep-12,Colombia,CO,2012,SUCCESS,Pablo Armero,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Pablo Armero,Armero,single
2885,685,4230,"World Cup 2014, Qualifiers, CONMEBOL",Uruguay vs Ecuador,11-Sep-12,Uruguay,UY,2012,SUCCESS,Diego Godín,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Diego Godín,Godín,single
2930,730,4232,"World Cup 2014, Qualifiers, CONMEBOL",Colombia vs Paraguay,12-Oct-12,Colombia,CO,2012,SUCCESS,Pablo Armero,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Pablo Armero,Armero,single
2943,743,4232,"World Cup 2014, Qualifiers, CONMEBOL",Colombia vs Paraguay,12-Oct-12,Paraguay,PY,2012,SUCCESS,Víctor Ayala,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Víctor Ayala,Ayala,single
2945,745,4232,"World Cup 2014, Qualifiers, CONMEBOL",Colombia vs Paraguay,12-Oct-12,Paraguay,PY,2012,SUCCESS,Marcelo Estigarribia,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Marcelo Estigarribia,Estigarribia,single
3006,806,4235,"World Cup 2014, Qualifiers, CONMEBOL",Argentina vs Uruguay,12-Oct-12,Uruguay,UY,2012,SUCCESS,Diego Godín,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Diego Godín,Godín,single
3009,809,4235,"World Cup 2014, Qualifiers, CONMEBOL",Argentina vs Uruguay,12-Oct-12,Uruguay,UY,2012,SUCCESS,Walter Gargano,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Walter Gargano,Gargano,single
3032,832,4236,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Uruguay,16-Oct-12,Uruguay,UY,2012,SUCCESS,Walter Gargano,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Walter Gargano,Gargano,single
3348,48,3997,"World Cup 2018, Qualifiers, CONCACAF",Canada vs Dominica,16-Jun-15,Canada,CA,2015,SUCCESS,Ashtone Morgan,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Ashtone Morgan,Morgan,single
3352,52,3997,"World Cup 2018, Qualifiers, CONCACAF",Canada vs Dominica,16-Jun-15,Canada,CA,2015,SUCCESS,Jonathan Osorio,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Jonathan Osorio,Osorio,single
3698,398,4013,"World Cup 2018, Qualifiers, CONCACAF",Mexico vs El Salvador,13-Nov-15,Mexico,MX,2015,SUCCESS,Hugo Ayala,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Hugo Ayala,Ayala,single
3750,450,4015,"World Cup 2018, Qualifiers, CONCACAF",Jamaica vs Panama,13-Nov-15,Jamaica,JM,2015,SUCCESS,Darren Mattocks,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Darren Mattocks,Mattocks,single
3754,454,4015,"World Cup 2018, Qualifiers, CONCACAF",Jamaica vs Panama,13-Nov-15,Panama,PA,2015,SUCCESS,Richard Dixon,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Richard Dixon,Dixon,single
3776,476,4016,"World Cup 2018, Qualifiers, CONCACAF",Honduras vs Mexico,17-Nov-15,Mexico,MX,2015,SUCCESS,Hugo Ayala,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Hugo Ayala,Ayala,single
3818,518,4018,"World Cup 2018, Qualifiers, CONCACAF",Haiti vs Jamaica,17-Nov-15,Jamaica,JM,2015,SUCCESS,Alvas Powell,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Alvas Powell,Powell,single
3875,575,4021,"World Cup 2018, Qualifiers, CONCACAF",Panama vs Costa Rica,17-Nov-15,Panama,PA,2015,SUCCESS,Richard Dixon,0.0,False,Not in either dataset for currect season but present in both seasons around match,True,Richard Dixon,Dixon,single
5218,818,2263,"World Cup Qualifiers, Asia, 2018",Iraq vs Chinese Taipei,03-09-2015,Iraq,IQ,2015,SUCCESS,Mustafa Nadhim,0,False,Not in either dataset for currect season but present in both seasons around match,True,Mustafa Nadhim,Mustafa Nadhim,single
5229,829,2263,"World Cup Qualifiers, Asia, 2018",Iraq vs Chinese Taipei,03-09-2015,Chinese Taipei,TW,2015,SUCCESS,Yaki Yen,0,False,Not in either dataset for currect season but present in both seasons around match,True,Yaki Yen,Yaki Yen,single
5280,880,2266,"World Cup Qualifiers, Asia, 2018",Laos vs Kuwait,08-09-2015,Laos,LA,2015,SUCCESS,Phoutpasong Sengdalavong,0,False,Not in either dataset for currect season but present in both seasons around match,True,Phoutpasong Sengdalavong,P Sengdalavong,single
5283,883,2266,"World Cup Qualifiers, Asia, 2018",Laos vs Kuwait,08-09-2015,Laos,LA,2015,SUCCESS,Thotnilath Sibounhuang,0,False,Not in either dataset for currect season but present in both seasons around match,True,Thotnilath Sibounhuang,T Sibounhuang,single
5306,906,2267,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Vietnam,08-09-2015,Chinese Taipei,TW,2015,SUCCESS,Yaki Yen,0,False,Not in either dataset for currect season but present in both seasons around match,True,Yaki Yen,Yaki Yen,single
5404,1004,2271,"World Cup Qualifiers, Asia, 2018",Philippines vs Yemen,12-11-2015,Yemen,YE,2015,SUCCESS,Hamada Al Zubairi,0,False,Not in either dataset for currect season but present in both seasons around match,True,Hamada Al Zubairi,Hamada Al Zubairi,single
5406,1006,2271,"World Cup Qualifiers, Asia, 2018",Philippines vs Yemen,12-11-2015,Yemen,YE,2015,SUCCESS,Ahmed Al-Haifi,0,False,Not in either dataset for currect season but present in both seasons around match,True,Ahmed Al-Haifi,Ahmed Al Hi,single
5408,1008,2271,"World Cup Qualifiers, Asia, 2018",Philippines vs Yemen,12-11-2015,Yemen,YE,2015,SUCCESS,Abdulwasea Al-Matari,0,False,Not in either dataset for currect season but present in both seasons around match,True,Abdulwasea Al-Matari,Abdulwasea Al Matari,single
5410,1010,2271,"World Cup Qualifiers, Asia, 2018",Philippines vs Yemen,12-11-2015,Yemen,YE,2015,SUCCESS,Waleed Al Hubaishi,0,False,Not in either dataset for currect season but present in both seasons around match,True,Waleed Al Hubaishi,Waleed Al Hubaishi,single
5413,1013,2272,"World Cup Qualifiers, Asia, 2018",Singapore vs Syria,17-11-2015,Singapore,SG,2015,SUCCESS,Nazrul Nazari,0,False,Not in either dataset for currect season but present in both seasons around match,True,Nazrul Nazari,N Nazari,single
5418,1018,2272,"World Cup Qualifiers, Asia, 2018",Singapore vs Syria,17-11-2015,Singapore,SG,2015,SUCCESS,Zulfahmi Arifin,0,False,Not in either dataset for currect season but present in both seasons around match,True,Zulfahmi Arifin,Z Ari,single
5427,1027,2272,"World Cup Qualifiers, Asia, 2018",Singapore vs Syria,17-11-2015,Syria,SY,2015,SUCCESS,Nadim Sabagh,0,False,Not in either dataset for currect season but present in both seasons around match,True,Nadim Sabagh,Nadim Sabagh,single
5429,1029,2272,"World Cup Qualifiers, Asia, 2018",Singapore vs Syria,17-11-2015,Syria,SY,2015,SUCCESS,Zaher Midani,0,False,Not in either dataset for currect season but present in both seasons around match,True,Zaher Midani,Zahir Al Midani,single
5431,1031,2272,"World Cup Qualifiers, Asia, 2018",Singapore vs Syria,17-11-2015,Syria,SY,2015,SUCCESS,Fahd Youssef,0,False,Not in either dataset for currect season but present in both seasons around match,True,Fahd Youssef,Fahad Youssef,single
5463,1063,2274,"World Cup Qualifiers, Asia, 2018",Vietnam vs Iraq,08-10-2015,Vietnam,VN,2015,SUCCESS,Duy Manh Do,0,False,Not in either dataset for currect season but present in both seasons around match,True,Duy Manh Do, Duy Mnh,single
5469,1069,2274,"World Cup Qualifiers, Asia, 2018",Vietnam vs Iraq,08-10-2015,Iraq,IQ,2015,SUCCESS,Mustafa Nadhim,0,False,Not in either dataset for currect season but present in both seasons around match,True,Mustafa Nadhim,Mustafa Nadhim,single
5602,102,3288,"World Cup Qualifiers, Europe, 2022",Germany vs Iceland,25-03-2021,Iceland,IS,2021,SUCCESS,Sverrir Ingi Ingason,0,False,Not in either dataset for currect season but present in both seasons around match,True,Sverrir Ingi Ingason,S Ingason,single
5604,104,3288,"World Cup Qualifiers, Europe, 2022",Germany vs Iceland,25-03-2021,Iceland,IS,2021,SUCCESS,Aron Gunnarsson,0,False,Not in either dataset for currect season but present in both seasons around match,True,Aron Gunnarsson,A Gunnarsson,single
5606,106,3288,"World Cup Qualifiers, Europe, 2022",Germany vs Iceland,25-03-2021,Iceland,IS,2021,SUCCESS,Victor Pálsson,0,False,Not in either dataset for currect season but present in both seasons around match,True,Victor Pálsson,V Pálsson,single
5612,112,3289,"World Cup Qualifiers, Europe, 2022",Azerbaijan vs Portugal,07-09-2021,Azerbaijan,AZ,2021,SUCCESS,Elvin Badalov,0,False,Not in either dataset for currect season but present in both seasons around match,True,Elvin Badalov,E Badalov,single
5656,156,3291,"World Cup Qualifiers, Europe, 2022",Malta vs Russia,24-03-2021,Malta,MT,2021,SUCCESS,Kurt Shaw,0,False,Not in either dataset for currect season but present in both seasons around match,True,Kurt Shaw,K Shaw,single
5662,162,3291,"World Cup Qualifiers, Europe, 2022",Malta vs Russia,24-03-2021,Malta,MT,2021,SUCCESS,Bjorn Kristensen,0,False,Not in either dataset for currect season but present in both seasons around match,True,Bjorn Kristensen,B Kristensen,single
5665,165,3291,"World Cup Qualifiers, Europe, 2022",Malta vs Russia,24-03-2021,Russia,RU,2021,SUCCESS,Anton Shunin,0,False,Not in either dataset for currect season but present in both seasons around match,True,Anton Shunin,A Shunin,single
5668,168,3291,"World Cup Qualifiers, Europe, 2022",Malta vs Russia,24-03-2021,Russia,RU,2021,SUCCESS,Georgiy Dzhikiya,0,False,Not in either dataset for currect season but present in both seasons around match,True,Georgiy Dzhikiya,G Dzhikiya,single
5669,169,3291,"World Cup Qualifiers, Europe, 2022",Malta vs Russia,24-03-2021,Russia,RU,2021,SUCCESS,Vyacheslav Karavaev,0,False,Not in either dataset for currect season but present in both seasons around match,True,Vyacheslav Karavaev,V Karavaev,single
5670,170,3291,"World Cup Qualifiers, Europe, 2022",Malta vs Russia,24-03-2021,Russia,RU,2021,SUCCESS,Ilzat Akhmetov,0,False,Not in either dataset for currect season but present in both seasons around match,True,Ilzat Akhmetov,I Akhmetov,single
5671,171,3291,"World Cup Qualifiers, Europe, 2022",Malta vs Russia,24-03-2021,Russia,RU,2021,SUCCESS,Daniil Fomin,0,False,Not in either dataset for currect season but present in both seasons around match,True,Daniil Fomin,D Fomin,single
5674,174,3291,"World Cup Qualifiers, Europe, 2022",Malta vs Russia,24-03-2021,Russia,RU,2021,SUCCESS,Daler Kuzyaev,0,False,Not in either dataset for currect season but present in both seasons around match,True,Daler Kuzyaev,D Kuzyaev,single
5675,175,3291,"World Cup Qualifiers, Europe, 2022",Malta vs Russia,24-03-2021,Russia,RU,2021,SUCCESS,Artem Dzyuba,0,False,Not in either dataset for currect season but present in both seasons around match,True,Artem Dzyuba,A Dzyuba,single
5772,272,3296,"World Cup Qualifiers, Europe, 2022",Faroe Islands vs Moldova,07-09-2021,Faroe Islands,FO,2021,SUCCESS,Brandur Hendriksson,0,False,Not in either dataset for currect season but present in both seasons around match,True,Brandur Hendriksson,B Hendriksson,single
5788,288,3297,"World Cup Qualifiers, Europe, 2022",Malta vs Croatia,11-11-2021,Malta,MT,2021,SUCCESS,Kurt Shaw,0,False,Not in either dataset for currect season but present in both seasons around match,True,Kurt Shaw,K Shaw,single
5793,293,3297,"World Cup Qualifiers, Europe, 2022",Malta vs Croatia,11-11-2021,Malta,MT,2021,SUCCESS,Bjorn Kristensen,0,False,Not in either dataset for currect season but present in both seasons around match,True,Bjorn Kristensen,B Kristensen,single
5884,384,3301,"World Cup Qualifiers, Europe, 2022",Belarus vs Estonia,27-03-2021,Belarus,BY,2021,SUCCESS,Denis Laptev,0,False,Not in either dataset for currect season but present in both seasons around match,True,Denis Laptev,D Laptev,single
5893,393,3301,"World Cup Qualifiers, Europe, 2022",Belarus vs Estonia,27-03-2021,Estonia,EE,2021,SUCCESS,Bogdan Vastsuk,0,False,Not in either dataset for currect season but present in both seasons around match,True,Bogdan Vastsuk,B Vaštšuk,single
5909,409,3302,"World Cup Qualifiers, Europe, 2022",Republic of Ireland vs Azerbaijan,04-09-2021,Azerbaijan,AZ,2021,SUCCESS,Elvin Badalov,0,False,Not in either dataset for currect season but present in both seasons around match,True,Elvin Badalov,E Badalov,single
5949,449,3304,"World Cup Qualifiers, Europe, 2022",Albania vs Hungary,05-09-2021,Albania,AL,2021,SUCCESS,Bekim Balaj,0,False,Not in either dataset for currect season but present in both seasons around match,True,Bekim Balaj,B Balaj,single
5956,456,3304,"World Cup Qualifiers, Europe, 2022",Albania vs Hungary,05-09-2021,Hungary,HU,2021,SUCCESS,László Kleinheisler,0,False,Not in either dataset for currect season but present in both seasons around match,True,László Kleinheisler,L Kleinheisler,single
5981,481,3305,"World Cup Qualifiers, Europe, 2022",Czech Republic vs Belarus,02-09-2021,Belarus,BY,2021,SUCCESS,Nikita Korzun,0,False,Not in either dataset for currect season but present in both seasons around match,True,Nikita Korzun,N Korzun,single
5984,484,3306,"World Cup Qualifiers, Europe, 2022",Russia vs Cyprus,11-11-2021,Russia,RU,2021,SUCCESS,Matvey Safonov,0,False,Not in either dataset for currect season but present in both seasons around match,True,Matvey Safonov,M Safonov,single
5987,487,3306,"World Cup Qualifiers, Europe, 2022",Russia vs Cyprus,11-11-2021,Russia,RU,2021,SUCCESS,Maksim Osipenko,0,False,Not in either dataset for currect season but present in both seasons around match,True,Maksim Osipenko,M Osipenko,single
5990,490,3306,"World Cup Qualifiers, Europe, 2022",Russia vs Cyprus,11-11-2021,Russia,RU,2021,SUCCESS,Daniil Fomin,0,False,Not in either dataset for currect season but present in both seasons around match,True,Daniil Fomin,D Fomin,single
5994,494,3306,"World Cup Qualifiers, Europe, 2022",Russia vs Cyprus,11-11-2021,Russia,RU,2021,SUCCESS,Andrey Mostovoy,0,False,Not in either dataset for currect season but present in both seasons around match,True,Andrey Mostovoy,A Mostovoy,single
5995,495,3306,"World Cup Qualifiers, Europe, 2022",Russia vs Cyprus,11-11-2021,Cyprus,CY,2021,SUCCESS,Dimitris Dimitriou,0,False,Not in either dataset for currect season but present in both seasons around match,True,Dimitris Dimitriou,D Demetriou,single
5997,497,3306,"World Cup Qualifiers, Europe, 2022",Russia vs Cyprus,11-11-2021,Cyprus,CY,2021,SUCCESS,Andreas Karo,0,False,Not in either dataset for currect season but present in both seasons around match,True,Andreas Karo,A Karo,single
6024,524,3307,"World Cup Qualifiers, Europe, 2022",Turkey vs Montenegro,01-09-2021,Montenegro,ME,2021,SUCCESS,Nebojsa Kosovic,0,False,Not in either dataset for currect season but present in both seasons around match,True,Nebojsa Kosovic,N Kosović,single
6096,596,3311,"World Cup Qualifiers, Europe, 2022",Lithuania vs Italy,31-03-2021,Lithuania,LT,2021,SUCCESS,Markas Beneta,0,False,Not in either dataset for currect season but present in both seasons around match,True,Markas Beneta,M Beneta,single
6118,618,3312,"World Cup Qualifiers, Europe, 2022",Bulgaria vs Italy,28-03-2021,Bulgaria,BG,2021,SUCCESS,Valentin Antov,0,False,Not in either dataset for currect season but present in both seasons around match,True,Valentin Antov,V Antov,single
6152,652,3313,"World Cup Qualifiers, Europe, 2022",North Macedonia vs Armenia,02-09-2021,Armenia,AM,2021,SUCCESS,André Calisir,0,False,Not in either dataset for currect season but present in both seasons around match,True,André Calisir,A Calisir,single
6205,705,3316,"World Cup Qualifiers, Europe, 2022",Malta vs Cyprus,01-09-2021,Malta,MT,2021,SUCCESS,Kurt Shaw,0,False,Not in either dataset for currect season but present in both seasons around match,True,Kurt Shaw,K Shaw,single
6216,716,3316,"World Cup Qualifiers, Europe, 2022",Malta vs Cyprus,01-09-2021,Cyprus,CY,2021,SUCCESS,Andreas Karo,0,False,Not in either dataset for currect season but present in both seasons around match,True,Andreas Karo,A Karo,single
6248,748,3318,"World Cup Qualifiers, Europe, 2022",Austria vs Denmark,31-03-2021,Austria,AT,2021,SUCCESS,Alexander Schlager,0,False,Not in either dataset for currect season but present in both seasons around match,True,Alexander Schlager,A Schlager,single
6276,776,3319,"World Cup Qualifiers, Europe, 2022",San Marino vs Albania,31-03-2021,San Marino,SM,2021,SUCCESS,Filippo Berardi,0,False,Not in either dataset for currect season but present in both seasons around match,True,Filippo Berardi,F Berardi,single
6282,782,3319,"World Cup Qualifiers, Europe, 2022",San Marino vs Albania,31-03-2021,Albania,AL,2021,SUCCESS,Arlind Ajeti,0,False,Not in either dataset for currect season but present in both seasons around match,True,Arlind Ajeti,A Ajeti,single
6371,871,3323,"World Cup Qualifiers, Europe, 2022",England vs San Marino,25-03-2021,San Marino,SM,2021,SUCCESS,Cristian Brolli,0,False,Not in either dataset for currect season but present in both seasons around match,True,Cristian Brolli,C Brolli,single
6378,878,3323,"World Cup Qualifiers, Europe, 2022",England vs San Marino,25-03-2021,San Marino,SM,2021,SUCCESS,Filippo Berardi,0,False,Not in either dataset for currect season but present in both seasons around match,True,Filippo Berardi,F Berardi,single
