,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Competition General,Date,Match
5,Bolivia,1 Romel Quiñónez,16 Ronald Raldes,21 Cristhian Coimbra,22 Edward Zenteno,4 Leonel Morales,2 Miguel Hurtado,3 Alejandro Chumacero,8 Martin Smedberg Dalence,6 Danny Bejarano,7 Alcides Peña,9 Marcelo Moreno,11 Damián Lizio,10 Pablo Escobar,18 Ricardo Pedriel,-,-,12 José Peñarrieta,23 Hugo Suárez,5 Ronald Eguino,14 Edemir Rodríguez,17 Marvin Bejarano,15 Sebastián Gamarra,13 Damir Miranda,19 Wálter Veizaga,20 Jhasmani Campos,-,-,-,-,-,-,Copa America 2015,Copa America,"Thu Jun 25, 2015",Bolivia vs Peru
5,Peru,1 Pedro Gallese,5 Carlos Zambrano,22 Carlos Ascues,6 Juan Manuel Vargas,17 Luis Advíncula,13 Edwin Retamoso,19 Yoshimar Yotún,8 Christian Cueva,10 Jefferson Farfán,14 Claudio Pizarro,9 Paolo Guerrero,7 Paolo Hurtado,18 André Carrillo,11 Yordy Reyna,-,-,23 Salomón Libman,12 Diego Penny,3 Hansell Riojas,15 Christian Ramos,2 Jair Céspedes,4 Pedro Requena,20 Joel Sánchez,-,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Thu Jun 25, 2015",Bolivia vs Peru
6,Argentina,1 Sergio Romero,2 Ezequiel Garay,17 Nicolás Otamendi,16 Marcos Rojo,4 Pablo Zabaleta,14 Javier Mascherano,6 Lucas Biglia,21 Javier Pastore,7 Ángel Di María,10 Lionel Messi,11 Sergio Agüero,19 Éver Banega,22 Ezequiel Lavezzi,18 Carlos Tevez,-,-,12 Nahuel Guzmán,23 Agustín Marchesín,3 Facundo Roncaglia,15 Martín Demichelis,13 Milton Casco,5 Fernando Gago,8 Roberto Pereyra,20 Erik Lamela,9 Gonzalo Higuaín,-,-,-,-,-,-,Copa America 2015,Copa America,"Fri Jun 26, 2015",Argentina vs Colombia
6,Colombia,1 David Ospina,2 Cristián Zapata,22 Jeison Murillo,4 Santiago Arias,18 Camilo Zúñiga,15 Alexander Mejía,10 James Rodríguez,16 Víctor Ibarbo,11 Juan Cuadrado,19 Teófilo Gutiérrez,21 Jackson Martínez,8 Edwin Cardona,9 Radamel Falcao,20 Luis Muriel,-,-,12 Camilo Vargas,23 Cristian Bonilla,3 Pedro Franco,14 Carlos Valdés,13 Darwin Andrade,7 Pablo Armero,-,-,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Fri Jun 26, 2015",Argentina vs Colombia
7,Brazil,1 Jefferson,3 Miranda,14 Thiago Silva,6 Filipe Luís,2 Dani Alves,5 Fernandinho,8 Elias,21 Philippe Coutinho,20 Robinho,19 Willian,11 Roberto Firmino,18 Everton Ribeiro,7 Douglas Costa,9 Diego Tardelli,-,-,12 Neto,23 Marcelo Grohe,4 David Luiz,13 Marquinhos,15 Geferson,16 Fabinho,22 Casemiro,17 Fred,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Sat Jun 27, 2015",Brazil vs Paraguay
7,Paraguay,1 Justo Villar,4 Pablo Aguilar,14 Paulo da Silva,2 Iván Piris,5 Bruno Valdez,15 Víctor Cáceres,22 Eduardo Aranda,11 Edgar Benítez,10 Derlis González,9 Roque Santa Cruz,18 Nelson Valdez,17 Osvaldo Martínez,21 Óscar Romero,7 Raúl Bobadilla,-,-,12 Antony Silva,23 Alfredo Aguilar,3 Marcos Cáceres,19 Fabián Balbuena,6 Miguel Samudio,16 Osmar Molinas,20 Néstor Ortigoza,8 Lucas Barrios,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Sat Jun 27, 2015",Brazil vs Paraguay
8,Chile,1 Claudio Bravo,17 Gary Medel,18 Gonzalo Jara,2 Eugenio Mena,21 Marcelo Díaz,20 Charles Aránguiz,4 Mauricio Isla,15 Jean Beausejour,8 Arturo Vidal,10 Jorge Valdivia,7 Alexis Sánchez,16 David Pizarro,14 Matías Fernández,11 Eduardo Vargas,-,-,12 Paulo Garcés,23 Johnny Herrera,13 José Rojas,3 Miiko Albornoz,5 Francisco Silva,19 Felipe Gutiérrez,6 José Pedro Fuenzalida,9 Mauricio Pinilla,22 Ángelo Henríquez,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 11, 2015",Chile vs Ecuador
8,Ecuador,23 Alexander Domínguez,3 Frickson Erazo,21 Gabriel Achilier,10 Wálter Ayoví,4 Juan Carlos Paredes,14 Osvaldo Lastra,6 Christian Noboa,7 Jefferson Montero,9 Fidel Martínez,8 Miler Bolaños,13 Enner Valencia,15 Pedro Quiñónez,5 Renato Ibarra,-,-,-,1 Librado Azcona,12 Esteban Dreer,2 Arturo Mina,20 John Narváez,18 Óscar Bagüí,16 Mario Pineida,19 Pedro Larrea,11 Juan Cazares,22 Jonathan González,17 Daniel Angulo,-,-,-,-,-,Copa America 2015,Copa America,"Jun 11, 2015",Chile vs Ecuador
9,Mexico,1 Jesús Corona,2 Julio César Domínguez,3 Hugo Ayala,4 Rafa Márquez,16 Adrián Aldrete,15 Gerardo Flores,5 Juan Carlos Medina,7 Jesús Corona,6 Javier Güemez,19 Matías Vuoso,20 Eduardo Herrera,11 Javier Aquino,10 Luis Montes,9 Raúl Jiménez,-,-,23 Melitón Hernández,12 Alfredo Talavera,13 Carlos Salcedo,14 Juan Carlos Valenzuela,22 Efraín Velarde,21 George Corral,17 Mario Osuna,8 Marco Fabián,18 Enrique Esqueda,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 12, 2015",Mexico vs Bolivia
9,Bolivia,1 Romel Quiñónez,16 Ronald Raldes,22 Edward Zenteno,4 Leonel Morales,14 Miguel Hurtado,6 Danny Bejarano,3 Alejandro Chumacero,20 Jhasmani Campos,8 Martin Smedberg Dalence,18 Ricardo Pedriel,9 Marcelo Moreno,17 Marvin Bejarano,10 Pablo Escobar,-,-,-,12 José Peñarrieta,23 Hugo Suárez,2 Edemir Rodríguez,5 Ronald Eguino,21 Cristhian Coimbra,15 Sebastián Gamarra,13 Damir Miranda,19 Wálter Veizaga,11 Damián Lizio,7 Alcides Peña,-,-,-,-,-,Copa America 2015,Copa America,"Jun 12, 2015",Mexico vs Bolivia
10,Ecuador,23 Alexander Domínguez,3 Frickson Erazo,21 Gabriel Achilier,10 Wálter Ayoví,4 Juan Carlos Paredes,15 Pedro Quiñónez,6 Christian Noboa,9 Fidel Martínez,7 Jefferson Montero,8 Miler Bolaños,13 Enner Valencia,11 Juan Cazares,5 Renato Ibarra,17 Daniel Angulo,-,-,1 Librado Azcona,12 Esteban Dreer,2 Arturo Mina,20 John Narváez,18 Óscar Bagüí,16 Mario Pineida,14 Osvaldo Lastra,19 Pedro Larrea,22 Jonathan González,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 15, 2015",Ecuador vs Bolivia
10,Bolivia,1 Romel Quiñónez,16 Ronald Raldes,22 Edward Zenteno,8 Martin Smedberg Dalence,4 Leonel Morales,6 Danny Bejarano,2 Miguel Hurtado,11 Damián Lizio,3 Alejandro Chumacero,18 Ricardo Pedriel,9 Marcelo Moreno,21 Cristhian Coimbra,17 Marvin Bejarano,13 Damir Miranda,-,-,12 José Peñarrieta,23 Hugo Suárez,5 Ronald Eguino,14 Edemir Rodríguez,15 Sebastián Gamarra,19 Wálter Veizaga,20 Jhasmani Campos,7 Alcides Peña,10 Pablo Escobar,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 15, 2015",Ecuador vs Bolivia
11,Chile,1 Claudio Bravo,17 Gary Medel,18 Gonzalo Jara,3 Miiko Albornoz,21 Marcelo Díaz,20 Charles Aránguiz,4 Mauricio Isla,10 Jorge Valdivia,11 Eduardo Vargas,8 Arturo Vidal,7 Alexis Sánchez,2 Eugenio Mena,15 Jean Beausejour,9 Mauricio Pinilla,-,-,12 Paulo Garcés,23 Johnny Herrera,13 José Rojas,5 Francisco Silva,19 Felipe Gutiérrez,16 David Pizarro,6 José Pedro Fuenzalida,22 Ángelo Henríquez,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 15, 2015",Chile vs Mexico
11,Mexico,1 Jesús Corona,2 Julio César Domínguez,14 Juan Carlos Valenzuela,15 Gerardo Flores,16 Adrián Aldrete,3 Hugo Ayala,6 Javier Güemez,5 Juan Carlos Medina,7 Jesús Corona,9 Raúl Jiménez,19 Matías Vuoso,13 Carlos Salcedo,11 Javier Aquino,17 Mario Osuna,-,-,23 Melitón Hernández,12 Alfredo Talavera,22 Efraín Velarde,21 George Corral,10 Luis Montes,8 Marco Fabián,18 Enrique Esqueda,20 Eduardo Herrera,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 15, 2015",Chile vs Mexico
12,Mexico,1 Jesús Corona,2 Julio César Domínguez,3 Hugo Ayala,14 Juan Carlos Valenzuela,22 Efraín Velarde,15 Gerardo Flores,6 Javier Güemez,5 Juan Carlos Medina,7 Jesús Corona,9 Raúl Jiménez,19 Matías Vuoso,11 Javier Aquino,8 Marco Fabián,20 Eduardo Herrera,-,-,23 Melitón Hernández,12 Alfredo Talavera,4 Rafa Márquez,13 Carlos Salcedo,16 Adrián Aldrete,21 George Corral,17 Mario Osuna,10 Luis Montes,18 Enrique Esqueda,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 19, 2015",Mexico vs Ecuador
12,Ecuador,23 Alexander Domínguez,2 Arturo Mina,21 Gabriel Achilier,10 Wálter Ayoví,4 Juan Carlos Paredes,14 Osvaldo Lastra,6 Christian Noboa,5 Renato Ibarra,7 Jefferson Montero,8 Miler Bolaños,13 Enner Valencia,11 Juan Cazares,9 Fidel Martínez,-,-,-,1 Librado Azcona,12 Esteban Dreer,3 Frickson Erazo,20 John Narváez,18 Óscar Bagüí,16 Mario Pineida,15 Pedro Quiñónez,19 Pedro Larrea,22 Jonathan González,17 Daniel Angulo,-,-,-,-,-,Copa America 2015,Copa America,"Jun 19, 2015",Mexico vs Ecuador
13,Chile,1 Claudio Bravo,17 Gary Medel,18 Gonzalo Jara,15 Jean Beausejour,4 Mauricio Isla,21 Marcelo Díaz,8 Arturo Vidal,20 Charles Aránguiz,10 Jorge Valdivia,7 Alexis Sánchez,11 Eduardo Vargas,16 David Pizarro,14 Matías Fernández,22 Ángelo Henríquez,-,-,12 Paulo Garcés,23 Johnny Herrera,13 José Rojas,2 Eugenio Mena,3 Miiko Albornoz,5 Francisco Silva,19 Felipe Gutiérrez,6 José Pedro Fuenzalida,9 Mauricio Pinilla,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 19, 2015",Chile vs Bolivia
13,Bolivia,1 Romel Quiñónez,16 Ronald Raldes,21 Cristhian Coimbra,4 Leonel Morales,14 Edemir Rodríguez,3 Alejandro Chumacero,19 Wálter Veizaga,10 Pablo Escobar,8 Martin Smedberg Dalence,18 Ricardo Pedriel,9 Marcelo Moreno,17 Marvin Bejarano,13 Damir Miranda,11 Damián Lizio,-,-,12 José Peñarrieta,23 Hugo Suárez,5 Ronald Eguino,22 Edward Zenteno,6 Danny Bejarano,15 Sebastián Gamarra,20 Jhasmani Campos,2 Miguel Hurtado,7 Alcides Peña,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 19, 2015",Chile vs Bolivia
14,Uruguay,1 Fernando Muslera,2 José María Giménez,3 Diego Godín,6 Álvaro Pereira,16 Maximiliano Pereira,17 Egidio Arévalo Ríos,5 Carlos Sánchez,7 Cristian Rodríguez,14 Nicolás Lodeiro,9 Diego Rolán,21 Edinson Cavani,20 Álvaro González,10 Giorgian de Arrascaeta,11 Cristhian Stuani,-,-,12 Rodrigo Muñoz,23 Martín Silva,13 Gastón Silva,19 Sebastián Coates,4 Jorge Fucile,18 Mathías Corujo,15 Guzmán Pereira,8 Abel Hernández,22 Jonathan Rodríguez,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 13, 2015",Uruguay vs Jamaica
14,Jamaica,1 Duwayne Kerr,3 Michael Hector,4 Wes Morgan,20 Kemar Lawrence,19 Adrian Mariappa,17 Rodolph Austin,10 Jobi McAnuff,18 Simon Dawkins,22 Garath McCleary,9 Giles Barnes,11 Darren Mattocks,5 Lance Laing,6 Deshorn Brown,-,-,-,12 Dwayne Miller,23 Ryan Thompson,2 Daniel Gordon,21 Jermaine Taylor,8 Hughan Gray,15 Je-Vaughn Watson,16 Joel Grant,13 Dino Williams,7 Romeo Parkes,14 Allan Ottey,-,-,-,-,-,Copa America 2015,Copa America,"Jun 13, 2015",Uruguay vs Jamaica
15,Argentina,1 Sergio Romero,2 Ezequiel Garay,17 Nicolás Otamendi,16 Marcos Rojo,3 Facundo Roncaglia,14 Javier Mascherano,19 Éver Banega,21 Javier Pastore,7 Ángel Di María,10 Lionel Messi,11 Sergio Agüero,6 Lucas Biglia,18 Carlos Tevez,9 Gonzalo Higuaín,-,-,12 Nahuel Guzmán,23 Mariano Andújar,15 Martín Demichelis,13 Milton Casco,4 Pablo Zabaleta,5 Fernando Gago,8 Roberto Pereyra,22 Ezequiel Lavezzi,20 Erik Lamela,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 13, 2015",Argentina vs Paraguay
15,Paraguay,12 Antony Silva,4 Pablo Aguilar,14 Paulo da Silva,6 Miguel Samudio,3 Marcos Cáceres,15 Víctor Cáceres,20 Néstor Ortigoza,7 Raúl Bobadilla,13 Richard Ortiz,18 Nelson Valdez,9 Roque Santa Cruz,11 Edgar Benítez,10 Derlis González,8 Lucas Barrios,-,-,1 Justo Villar,23 Alfredo Aguilar,5 Bruno Valdez,19 Fabián Balbuena,2 Iván Piris,16 Osmar Molinas,17 Osvaldo Martínez,22 Eduardo Aranda,21 Óscar Romero,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 13, 2015",Argentina vs Paraguay
16,Paraguay,12 Antony Silva,5 Bruno Valdez,14 Paulo da Silva,6 Miguel Samudio,4 Pablo Aguilar,15 Víctor Cáceres,20 Néstor Ortigoza,11 Edgar Benítez,10 Derlis González,7 Raúl Bobadilla,9 Roque Santa Cruz,2 Iván Piris,16 Osmar Molinas,18 Nelson Valdez,-,-,1 Justo Villar,23 Alfredo Aguilar,3 Marcos Cáceres,19 Fabián Balbuena,13 Richard Ortiz,17 Osvaldo Martínez,22 Eduardo Aranda,21 Óscar Romero,8 Lucas Barrios,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 16, 2015",Paraguay vs Jamaica
16,Jamaica,1 Duwayne Kerr,3 Michael Hector,4 Wes Morgan,20 Kemar Lawrence,19 Adrian Mariappa,17 Rodolph Austin,10 Jobi McAnuff,15 Je-Vaughn Watson,22 Garath McCleary,18 Simon Dawkins,9 Giles Barnes,5 Lance Laing,6 Deshorn Brown,11 Darren Mattocks,-,-,12 Dwayne Miller,23 Ryan Thompson,2 Daniel Gordon,21 Jermaine Taylor,8 Hughan Gray,16 Joel Grant,13 Dino Williams,7 Romeo Parkes,14 Allan Ottey,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 16, 2015",Paraguay vs Jamaica
17,Argentina,1 Sergio Romero,2 Ezequiel Garay,17 Nicolás Otamendi,16 Marcos Rojo,4 Pablo Zabaleta,14 Javier Mascherano,6 Lucas Biglia,21 Javier Pastore,7 Ángel Di María,10 Lionel Messi,11 Sergio Agüero,8 Roberto Pereyra,19 Éver Banega,18 Carlos Tevez,-,-,12 Nahuel Guzmán,23 Mariano Andújar,3 Facundo Roncaglia,15 Martín Demichelis,13 Milton Casco,5 Fernando Gago,22 Ezequiel Lavezzi,20 Erik Lamela,9 Gonzalo Higuaín,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 16, 2015",Argentina vs Uruguay
17,Uruguay,1 Fernando Muslera,2 José María Giménez,3 Diego Godín,6 Álvaro Pereira,16 Maximiliano Pereira,17 Egidio Arévalo Ríos,20 Álvaro González,9 Diego Rolán,7 Cristian Rodríguez,14 Nicolás Lodeiro,21 Edinson Cavani,5 Carlos Sánchez,8 Abel Hernández,-,-,-,12 Rodrigo Muñoz,23 Martín Silva,13 Gastón Silva,19 Sebastián Coates,4 Jorge Fucile,18 Mathías Corujo,15 Guzmán Pereira,10 Giorgian de Arrascaeta,11 Cristhian Stuani,22 Jonathan Rodríguez,-,-,-,-,-,Copa America 2015,Copa America,"Jun 16, 2015",Argentina vs Uruguay
18,Uruguay,1 Fernando Muslera,2 José María Giménez,19 Sebastián Coates,6 Álvaro Pereira,16 Maximiliano Pereira,17 Egidio Arévalo Ríos,20 Álvaro González,5 Carlos Sánchez,9 Diego Rolán,8 Abel Hernández,21 Edinson Cavani,7 Cristian Rodríguez,11 Cristhian Stuani,-,-,-,12 Rodrigo Muñoz,23 Martín Silva,13 Gastón Silva,4 Jorge Fucile,18 Mathías Corujo,15 Guzmán Pereira,14 Nicolás Lodeiro,10 Giorgian de Arrascaeta,22 Jonathan Rodríguez,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 20, 2015",Uruguay vs Paraguay
18,Paraguay,1 Justo Villar,5 Bruno Valdez,14 Paulo da Silva,2 Iván Piris,3 Marcos Cáceres,16 Osmar Molinas,20 Néstor Ortigoza,11 Edgar Benítez,7 Raúl Bobadilla,8 Lucas Barrios,18 Nelson Valdez,13 Richard Ortiz,10 Derlis González,9 Roque Santa Cruz,-,-,12 Antony Silva,23 Alfredo Aguilar,4 Pablo Aguilar,19 Fabián Balbuena,15 Víctor Cáceres,17 Osvaldo Martínez,22 Eduardo Aranda,21 Óscar Romero,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 20, 2015",Uruguay vs Paraguay
19,Argentina,1 Sergio Romero,2 Ezequiel Garay,15 Martín Demichelis,16 Marcos Rojo,4 Pablo Zabaleta,14 Javier Mascherano,6 Lucas Biglia,21 Javier Pastore,7 Ángel Di María,10 Lionel Messi,9 Gonzalo Higuaín,8 Roberto Pereyra,20 Erik Lamela,18 Carlos Tevez,-,-,12 Nahuel Guzmán,23 Mariano Andújar,3 Facundo Roncaglia,17 Nicolás Otamendi,13 Milton Casco,5 Fernando Gago,19 Éver Banega,22 Ezequiel Lavezzi,11 Sergio Agüero,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 20, 2015",Argentina vs Jamaica
19,Jamaica,12 Dwayne Miller,3 Michael Hector,4 Wes Morgan,20 Kemar Lawrence,19 Adrian Mariappa,17 Rodolph Austin,15 Je-Vaughn Watson,10 Jobi McAnuff,22 Garath McCleary,5 Lance Laing,6 Deshorn Brown,21 Jermaine Taylor,18 Simon Dawkins,9 Giles Barnes,-,-,1 Duwayne Kerr,23 Ryan Thompson,2 Daniel Gordon,8 Hughan Gray,16 Joel Grant,13 Dino Williams,7 Romeo Parkes,11 Darren Mattocks,14 Allan Ottey,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 20, 2015",Argentina vs Jamaica
20,Colombia,1 David Ospina,2 Cristián Zapata,22 Jeison Murillo,7 Pablo Armero,18 Camilo Zúñiga,6 Carlos Sánchez,5 Edwin Valencia,10 James Rodríguez,11 Juan Cuadrado,9 Radamel Falcao,17 Carlos Bacca,8 Edwin Cardona,19 Teófilo Gutiérrez,21 Jackson Martínez,-,-,12 Camilo Vargas,23 Cristian Bonilla,3 Pedro Franco,14 Carlos Valdés,13 Darwin Andrade,4 Santiago Arias,15 Alexander Mejía,16 Víctor Ibarbo,20 Luis Muriel,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 14, 2015",Colombia vs Venezuela
20,Venezuela,1 Alain Baroja,3 Andres Tuñez,4 Oswaldo Vizcarrondo,5 Fernando Amorebieta,16 Roberto Rosales,13 Luis Manuel Seijas,8 Tomás Rincón,18 Juan Arango,15 Alejandro Guerra,10 Ronald Vargas,9 Salomón Rondón,6 Gabriel Cichero,14 Franklin Lucena,11 César González,-,-,12 Dani Hernández,23 Wuilker Fariñez,2 Wilker Ángel,20 Grenddy Perozo,19 Rafael Acosta,21 Gelmin Rivas,7 Miku,17 Josef Martínez,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 14, 2015",Colombia vs Venezuela
21,Brazil,1 Jefferson,3 Miranda,4 David Luiz,6 Filipe Luís,2 Dani Alves,5 Fernandinho,17 Fred,8 Elias,10 Neymar,19 Willian,9 Diego Tardelli,18 Everton Ribeiro,7 Douglas Costa,11 Roberto Firmino,-,-,12 Neto,23 Marcelo Grohe,13 Marquinhos,14 Thiago Silva,15 Geferson,16 Fabinho,22 Casemiro,20 Robinho,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 14, 2015",Brazil vs Peru
