,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
12,32,32,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,15. Дельгадо,True,Failed Using Name Looking at Season and Season +-1,['Mark Delgado'],Delgado,Cyrillic Dudes,False
13,33,33,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,11. Джеймисон,True,Failed Using Name Looking at Season and Season +-1,['Bradford Jamieson IV'],Jamison,Cyrillic Dudes,False
14,34,34,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,20. Аллен,True,Failed Using Name Looking at Season and Season +-1,['Jordan Allen'],Allen,Cyrillic Dudes,False
15,35,35,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,10. Сонора,True,Failed Using Name Looking at Season and Season +-1,['Alan Soñora'],Sonora,Cyrillic Dudes,False
16,36,36,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,2. Хван Таэхён,True,Failed Using Name Looking at Season and Season +-1,['Tae-Hyeon Hwang'],Hwang Taehyun,Cyrillic Dudes,False
17,37,37,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,4. Ли Джисол,True,Failed Using Name Looking at Season and Season +-1,['Ji-Sol Lee'],Lee Jisol,Cyrillic Dudes,False
18,38,38,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,5. Ким Хьюнву,True,Failed Using Name Looking at Season and Season +-1,['Kim Hyun-Woo'],Kim Hyunwoo,Cyrillic Dudes,False
19,39,39,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,3. Ли Джэик,True,Failed Using Name Looking at Season and Season +-1,['Jae-Ik Lee'],Lee Jayick,Cyrillic Dudes,False
20,40,40,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,6. Ким Чжунмин,True,Failed Using Name Looking at Season and Season +-1,['Kim Jung-Mi'],Kim Zhongming,Cyrillic Dudes,False
21,41,41,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,19. Чой Джун,True,Failed Using Name Looking at Season and Season +-1,['Jun Choi'],Choi Jun,Cyrillic Dudes,False
22,42,42,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,20. Ким Сеюн,True,Failed Using Name Looking at Season and Season +-1,['Kim Se-Yun'],Kim Seyun,Cyrillic Dudes,False
23,43,43,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,9. О Сехун,True,Failed Using Name Looking at Season and Season +-1,['Sehun Oh'],O Sehun,Cyrillic Dudes,False
24,44,44,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,10. Ресабала,True,Failed Using Name Looking at Season and Season +-1,['Jordan Rezabala'],Resabala,Cyrillic Dudes,False
25,45,45,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,10. Ресабала,True,Failed Using Name Looking at Season and Season +-1,['Jordan Rezabala'],Resabala,Cyrillic Dudes,False
26,46,46,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,16. Кинтеро,True,Failed Using Name Looking at Season and Season +-1,['Sergio Quintero'],Kintero,Cyrillic Dudes,False
27,47,47,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,1. Квангён Ли,True,Failed Using Name Looking at Season and Season +-1,['Lee Gwang-Yeon'],Gwangkyung Lee,Cyrillic Dudes,False
28,48,48,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,2. Хванг Тэ Хён,True,Failed Using Name Looking at Season and Season +-1,['Tae-Hyeon Hwang'],Hwang Tae Hyun,Cyrillic Dudes,False
29,49,49,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,3. Ли Чже Ик,True,Failed Using Name Looking at Season and Season +-1,['Jae-Ik Lee'],Li Zhe Ik,Cyrillic Dudes,False
30,50,50,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,4. Ли Чжи Сол,True,Failed Using Name Looking at Season and Season +-1,['Ji-Sol Lee'],Li Zhi Sol,Cyrillic Dudes,False
31,51,51,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,5. Хён-Ву Ким,True,Failed Using Name Looking at Season and Season +-1,['Kim Hyun-Woo'],Hyunwoo Kim,Cyrillic Dudes,False
32,52,52,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,19. Чой Джун,True,Failed Using Name Looking at Season and Season +-1,['Jun Choi'],Choi Jun,Cyrillic Dudes,False
33,53,53,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,13. Ко Чже Хён,True,Failed Using Name Looking at Season and Season +-1,['Jae-Hyeon Ko'],Gojaehyun,Cyrillic Dudes,False
34,54,54,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,15. Хо Джин Чжон,True,Failed Using Name Looking at Season and Season +-1,['Ho-Jin Jeong'],Ho Jin Jeong,Cyrillic Dudes,False
35,55,55,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,20. Ким Се Юн,True,Failed Using Name Looking at Season and Season +-1,['Kim Se-Yun'],Kim SeYun,Cyrillic Dudes,False
36,56,56,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,9. Се-Хун О,True,Failed Using Name Looking at Season and Season +-1,['Sehun Oh'],O SeHun,Cyrillic Dudes,False
37,57,57,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,13. Мьер,True,Failed Using Name Looking at Season and Season +-1,['Kevin Mier'],Myer,Cyrillic Dudes,False
38,58,58,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,4. Арройо,True,Failed Using Name Looking at Season and Season +-1,['Anderson Arroyo'],Arroyo,Cyrillic Dudes,False
39,59,59,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,14. Пальма,True,Failed Using Name Looking at Season and Season +-1,['Juan Palma'],Palm Tree,Cyrillic Dudes,False
40,60,60,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,16. Вера,True,Failed Using Name Looking at Season and Season +-1,['Brayan Vera'],Faith,Cyrillic Dudes,False
41,61,61,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,5. Баланта,True,Failed Using Name Looking at Season and Season +-1,['Andres Balanta'],Balanta,Cyrillic Dudes,False
42,62,62,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,6. Переа,True,Failed Using Name Looking at Season and Season +-1,['Luis Amaranto Perea'],Perea,Cyrillic Dudes,False
43,63,63,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,8. Альварадо,True,Failed Using Name Looking at Season and Season +-1,['Jaime Alvarado Hoyos'],Alvarado,Cyrillic Dudes,False
44,64,64,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,2. Конан,True,Failed Using Name Looking at Season and Season +-1,['Arnaud Konan'],Conan,Cyrillic Dudes,False
45,65,65,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,5. Фофана,True,Failed Using Name Looking at Season and Season +-1,['Babou Fofana'],Fofana,Cyrillic Dudes,False
46,66,66,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,13. Кануте,True,Failed Using Name Looking at Season and Season +-1,['Clement Kanoute'],Kanute,Cyrillic Dudes,False
47,67,67,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,6. Диаките,True,Failed Using Name Looking at Season and Season +-1,['Ousmane Diakite'],Diakite,Cyrillic Dudes,False
48,68,68,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,14. Сиссоко,True,Failed Using Name Looking at Season and Season +-1,['Sambou Sissoko'],Sissoko,Cyrillic Dudes,False
49,69,69,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,7. Драме,True,Failed Using Name Looking at Season and Season +-1,['Hadji Drame'],Drama,Cyrillic Dudes,False
50,70,70,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,9. Коне,True,Failed Using Name Looking at Season and Season +-1,['Ibrahim Koné'],Koné,Cyrillic Dudes,False
51,71,71,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,12. Очоа,True,Failed Using Name Looking at Season and Season +-1,['Chris Gloster'],David Ochoa,Cyrillic Dudes,False
52,72,72,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,13. Кейта,True,Failed Using Name Looking at Season and Season +-1,['Aboubacar Keita'],Keita,Cyrillic Dudes,False
53,73,73,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,6. Даркин,True,Failed Using Name Looking at Season and Season +-1,['Christopher Durkin'],Durkin,Cyrillic Dudes,False
54,74,74,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,8. Мендес,True,Failed Using Name Looking at Season and Season +-1,['Alex Méndez'],Mendes,Cyrillic Dudes,False
55,75,75,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,17. Де ла Фуэнте,True,Failed Using Name Looking at Season and Season +-1,['Konrad De La Fuente'],Dela Fuente,Cyrillic Dudes,False
56,76,76,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,10. Ресабала,True,Failed Using Name Looking at Season and Season +-1,['Jordan Rezabala'],Resabala,Cyrillic Dudes,False
57,77,77,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,16. Кинтеро,True,Failed Using Name Looking at Season and Season +-1,['Sergio Quintero'],Kintero,Cyrillic Dudes,False
58,78,78,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,1. Квангён Ли,True,Failed Using Name Looking at Season and Season +-1,['Lee Gwang-Yeon'],Gwangkyung Lee,Cyrillic Dudes,False
59,79,79,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,2. Хванг Тэ Хён,True,Failed Using Name Looking at Season and Season +-1,['Tae-Hyeon Hwang'],Hwang Tae Hyun,Cyrillic Dudes,False
60,80,80,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,3. Ли Чже Ик,True,Failed Using Name Looking at Season and Season +-1,['Jae-Ik Lee'],Li Zhe Ik,Cyrillic Dudes,False
61,81,81,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,4. Ли Чжи Сол,True,Failed Using Name Looking at Season and Season +-1,['Ji-Sol Lee'],Li Zhi Sol,Cyrillic Dudes,False
62,82,82,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,5. Хён-Ву Ким,True,Failed Using Name Looking at Season and Season +-1,['Kim Hyun-Woo'],Hyunwoo Kim,Cyrillic Dudes,False
63,83,83,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,19. Чой Джун,True,Failed Using Name Looking at Season and Season +-1,['Jun Choi'],Choi Jun,Cyrillic Dudes,False
64,84,84,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,7. Седжин Чон,True,Failed Using Name Looking at Season and Season +-1,['Se-Jin Jeon'],Sejin Chon,Cyrillic Dudes,False
65,85,85,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,14. Та Джун Пак,True,Failed Using Name Looking at Season and Season +-1,['Tae-Jun Park'],Ta Jun Pak,Cyrillic Dudes,False
66,86,86,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,15. Хо Джин Чжон,True,Failed Using Name Looking at Season and Season +-1,['Ho-Jin Jeong'],Ho Jin Jeong,Cyrillic Dudes,False
67,87,87,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,9. Се-Хун О,True,Failed Using Name Looking at Season and Season +-1,['Sehun Oh'],O SeHun,Cyrillic Dudes,False
68,88,88,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,2. Н'Диайе,True,Failed Using Name Looking at Season and Season +-1,['Moussa NDiaye'],N Diaye,Cyrillic Dudes,False
69,89,89,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,5. Ав,True,Failed Using Name Looking at Season and Season +-1,['Souleymane Aw'],Av,Cyrillic Dudes,False
70,129,129,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,13. Сиссе,True,Failed Using Name Looking at Season and Season +-1,['Souleymane Cissé'],Pape Abou Cisse,Cyrillic Dudes,False
71,130,130,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,4. Дианье,True,Failed Using Name Looking at Season and Season +-1,['Cavin Diagne'],Diagne,Cyrillic Dudes,False
72,131,131,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,7. Санья,True,Failed Using Name Looking at Season and Season +-1,['Amadou Sagna'],Sanya,Cyrillic Dudes,False
73,132,132,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,15. Ньянг,True,Failed Using Name Looking at Season and Season +-1,['Ousseynou Niang'],Niang,Cyrillic Dudes,False
74,133,133,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,19. Баджи,True,Failed Using Name Looking at Season and Season +-1,['Youssouph Badji'],Badji,Cyrillic Dudes,False
75,414,270,1351,"Olympics, 2016",2016-08-10,Algeria vs Portugal,2016,Portugal,PT,Tiago Silva,True,Failed Using Name Looking at Season and Season +-1,['António Silva'],,Group 1 Fail,False
76,416,272,1368,"Olympics, 2020",2021-07-22,Honduras vs Romania,2021,Romania,RO,Andrei Ciobanu,True,Failed Using Name Looking at Season and Season +-1,Andrei Ciobanu,,Group 1 Fail,False
77,417,273,1368,"Olympics, 2020",2021-07-22,Honduras vs Romania,2021,Romania,RO,George Ganea,True,Failed Using Name Looking at Season and Season +-1,['Gheorghe Grozav'],,Group 1 Fail,False
78,418,274,1370,"Olympics, 2020",2021-07-25,Romania vs South Korea,2021,Romania,RO,Andrei Ciobanu,True,Failed Using Name Looking at Season and Season +-1,Andrei Ciobanu,,Group 1 Fail,False
79,419,275,1370,"Olympics, 2020",2021-07-25,Romania vs South Korea,2021,Romania,RO,George Ganea,True,Failed Using Name Looking at Season and Season +-1,['Gheorghe Grozav'],,Group 1 Fail,False
80,420,276,1381,"Olympics, 2020",2021-07-25,Brazil vs Ivory Coast,2021,Ivory Coast,CI,Zié Ouattara,True,Failed Using Name Looking at Season and Season +-1,['Soualio Dabila Ouattara'],,Group 1 Fail,False
81,595,451,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Myanmar,MM,Tiha Htet Aung,True,Failed Using Name Looking at Season and Season +-1,['Than Htet Aung'],,Group 1 Fail,False
82,618,474,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,Angulo,True,Failed Using Name Looking at Season and Season +-1,['Álvaro Angulo'],,Group 1 Fail,False
83,619,475,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,Diaby,True,Failed Using Name Looking at Season and Season +-1,Abdoulaye Diaby,,Group 1 Fail,False
84,620,476,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,Dionku,True,Failed Using Name Looking at Season and Season +-1,['Daouda Diongue'],,Group 1 Fail,False
85,902,14,1329,"Olympics, 2016",2016-08-04,Brazil vs South Africa,2016,South Africa,ZA,Menzi Masuku,True,Failed Using Name Looking at Season and Season +-1,Senzo Meyiwa,,Lookup Required Matches,False
86,903,15,1333,"Olympics, 2016",2016-08-10,South Africa vs Iraq,2016,South Africa,ZA,Menzi Masuku,True,Failed Using Name Looking at Season and Season +-1,Senzo Meyiwa,,Lookup Required Matches,False
87,904,16,1334,"Olympics, 2016",2016-08-04,Sweden vs Colombia,2016,Sweden,SE,Astrit Ajdarević,True,Failed Using Name Looking at Season and Season +-1,Yasin Ayari,,Lookup Required Matches,False
88,905,17,1335,"Olympics, 2016",2016-08-04,Nigeria vs Japan,2016,Nigeria,NG,Seth Muenfuh Sincere,True,Failed Using Name Looking at Season and Season +-1,Seth Mayi,,Lookup Required Matches,False
89,906,18,1336,"Olympics, 2016",2016-08-07,Sweden vs Nigeria,2016,Sweden,SE,Astrit Ajdarević,True,Failed Using Name Looking at Season and Season +-1,Yasin Ayari,,Lookup Required Matches,False
90,907,19,1336,"Olympics, 2016",2016-08-07,Sweden vs Nigeria,2016,Nigeria,NG,Seth Muenfuh Sincere,True,Failed Using Name Looking at Season and Season +-1,Seth Mayi,,Lookup Required Matches,False
91,908,20,1338,"Olympics, 2016",2016-08-10,Japan vs Sweden,2016,Sweden,SE,Astrit Ajdarević,True,Failed Using Name Looking at Season and Season +-1,Yasin Ayari,,Lookup Required Matches,False
92,909,21,1339,"Olympics, 2016",2016-08-10,Colombia vs Nigeria,2016,Nigeria,NG,Seth Muenfuh Sincere,True,Failed Using Name Looking at Season and Season +-1,Seth Mayi,,Lookup Required Matches,False
93,947,27,1328,"Olympics, 2016",2016-08-04,Iraq vs Denmark,2016,Denmark,DK,Nicolai Brock-Madsen,True,Failed Using Name Looking at Season and Season +-1,Nicolai Brock Madsen,,Match Date Filter Said 0,False
94,948,28,1330,"Olympics, 2016",2016-08-07,Denmark vs South Africa,2016,Denmark,DK,Nicolai Brock-Madsen,True,Failed Using Name Looking at Season and Season +-1,Nicolai Brock Madsen,,Match Date Filter Said 0,False
95,949,29,1332,"Olympics, 2016",2016-08-10,Denmark vs Brazil,2016,Denmark,DK,Nicolai Brock-Madsen,True,Failed Using Name Looking at Season and Season +-1,Nicolai Brock Madsen,,Match Date Filter Said 0,False
96,950,30,1333,"Olympics, 2016",2016-08-10,South Africa vs Iraq,2016,South Africa,ZA,Repo Malepe,True,Failed Using Name Looking at Season and Season +-1,Tercious Malepe,,Match Date Filter Said 0,False
97,951,31,1335,"Olympics, 2016",2016-08-04,Nigeria vs Japan,2016,Japan,JP,Masatoshi Kushibiki,True,Failed Using Name Looking at Season and Season +-1,Masatoshi Kushibiki,,Match Date Filter Said 0,False
98,952,32,1337,"Olympics, 2016",2016-08-07,Japan vs Colombia,2016,Japan,JP,Shinya Yajima,True,Failed Using Name Looking at Season and Season +-1,Shinya Yajima,,Match Date Filter Said 0,False
99,953,33,1345,"Olympics, 2016",2016-08-10,South Korea vs Mexico,2016,Mexico,MX,Alfonso González,True,Failed Using Name Looking at Season and Season +-1,Arturo Gonzalez,,Match Date Filter Said 0,False
100,954,34,1347,"Olympics, 2016",2016-08-04,Portugal vs Argentina,2016,Argentina,AR,Lautaro Gianetti,True,Failed Using Name Looking at Season and Season +-1,Lautaro Giannetti,,Match Date Filter Said 0,False
101,955,35,1347,"Olympics, 2016",2016-08-04,Portugal vs Argentina,2016,Argentina,AR,Mauricio Martínez,True,Failed Using Name Looking at Season and Season +-1,Mauricio Martinez,,Match Date Filter Said 0,False
102,956,36,1349,"Olympics, 2016",2016-08-07,Argentina vs Algeria,2016,Argentina,AR,Lautaro Gianetti,True,Failed Using Name Looking at Season and Season +-1,Lautaro Giannetti,,Match Date Filter Said 0,False
103,957,37,1349,"Olympics, 2016",2016-08-07,Argentina vs Algeria,2016,Argentina,AR,Mauricio Martínez,True,Failed Using Name Looking at Season and Season +-1,Mauricio Martinez,,Match Date Filter Said 0,False
104,958,38,1350,"Olympics, 2016",2016-08-10,Argentina vs Honduras,2016,Argentina,AR,Lautaro Gianetti,True,Failed Using Name Looking at Season and Season +-1,Lautaro Giannetti,,Match Date Filter Said 0,False
105,959,39,1350,"Olympics, 2016",2016-08-10,Argentina vs Honduras,2016,Argentina,AR,Mauricio Martínez,True,Failed Using Name Looking at Season and Season +-1,Mauricio Martinez,,Match Date Filter Said 0,False
106,960,40,1351,"Olympics, 2016",2016-08-10,Algeria vs Portugal,2016,Portugal,PT,Francisco Ramos,True,Failed Using Name Looking at Season and Season +-1,Francisco Ramos,,Match Date Filter Said 0,False
107,962,42,1368,"Olympics, 2020",2021-07-22,Honduras vs Romania,2021,Romania,RO,Valentin Gheorghe,True,Failed Using Name Looking at Season and Season +-1,Valentin Gheorghe,,Match Date Filter Said 0,False
108,1172,122,1328,"Olympics, 2016",08-04-2016,Iraq vs Denmark,2016,Denmark,DK,Andreas Maxsø,True,Failed Using Name Looking at Season and Season +-1,Andreas Maxsø,,Match Date Filter Said 0,False
109,1173,123,1328,"Olympics, 2016",08-04-2016,Iraq vs Denmark,2016,Denmark,DK,Casper Nielsen,True,Failed Using Name Looking at Season and Season +-1,Casper Nielsen,,Match Date Filter Said 0,False
110,1174,124,1329,"Olympics, 2016",08-04-2016,Brazil vs South Africa,2016,South Africa,ZA,Mothobi Mvala,True,Failed Using Name Looking at Season and Season +-1,Mothobi Mvala,,Match Date Filter Said 0,False
111,1175,125,1330,"Olympics, 2016",08-07-2016,Denmark vs South Africa,2016,Denmark,DK,Andreas Maxsø,True,Failed Using Name Looking at Season and Season +-1,Andreas Maxsø,,Match Date Filter Said 0,False
112,1176,126,1330,"Olympics, 2016",08-07-2016,Denmark vs South Africa,2016,Denmark,DK,Emil Larsen,True,Failed Using Name Looking at Season and Season +-1,Emil Larsen,,Match Date Filter Said 0,False
113,1177,127,1330,"Olympics, 2016",08-07-2016,Denmark vs South Africa,2016,South Africa,ZA,Kwandakwensizwa Mngonyama,True,Failed Using Name Looking at Season and Season +-1,Kwanda Mngonyama,,Match Date Filter Said 0,False
114,1178,128,1332,"Olympics, 2016",08-10-2016,Denmark vs Brazil,2016,Denmark,DK,Andreas Maxsø,True,Failed Using Name Looking at Season and Season +-1,Andreas Maxsø,,Match Date Filter Said 0,False
115,1179,129,1333,"Olympics, 2016",08-10-2016,South Africa vs Iraq,2016,South Africa,ZA,Mothobi Mvala,True,Failed Using Name Looking at Season and Season +-1,Mothobi Mvala,,Match Date Filter Said 0,False
116,1180,130,1334,"Olympics, 2016",08-04-2016,Sweden vs Colombia,2016,Colombia,CO,Deiver Machado,True,Failed Using Name Looking at Season and Season +-1,Deiver Machado,,Match Date Filter Said 0,False
117,1181,131,1335,"Olympics, 2016",08-04-2016,Nigeria vs Japan,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
118,1182,132,1335,"Olympics, 2016",08-04-2016,Nigeria vs Japan,2016,Japan,JP,Riki Harakawa,True,Failed Using Name Looking at Season and Season +-1,Riki Harakawa,,Match Date Filter Said 0,False
119,1183,133,1336,"Olympics, 2016",08-07-2016,Sweden vs Nigeria,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
