,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
13,2013,372,"Euros 2016, Qualifiers",03.09.15,Netherlands vs Iceland,2015,Netherlands,NL,12. Ван дер Виль,Vander Wiel,['Gregory van der Wiel'],Success
14,2014,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,23. Волкан Бабаджан,Volkan Babajan,['Volkan Babacan'],Success
15,2015,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,3. Хакан Балта,Hakan Balta,['Hakan Balta'],Success
16,2016,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,4. Сердар Азиз,Serdar Aziz,['Serdar Aziz'],Success
17,2017,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,5. Хаканн Чалханоглу,Hakann Calhanoglu,['Hakan Çalhanoğlu'],Success
18,2018,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,8. Сельчук Инан,Selcuk Inan,['Selçuk İnan'],Success
19,2019,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,11. Гекхан Тере,Gekhan Tere,['Gökhan Töre'],Success
20,2020,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,16. Озан Туфан,Ozan Tufan,['Ozan Tufan'],Success
21,2021,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,18. Джанер Эркин,Caner Erkin,['Caner Erkin'],Success
22,2022,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,20. Волкан Шен,Volkan Shen,['Volkan Şen'],Success
23,2023,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,17. Бурак Йылмаз,Burakylmaz,['Burak Yılmaz'],Success
24,2024,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,1. Ванин,Vanin,['Andris Vanins'],Success
25,2025,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,2. Максименко,Maksimenko,['Vitalijs Maksimenko'],Success
26,2026,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,4. Дубра,Dubra,['Kaspars Dubra'],Success
27,2027,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],Success
28,2028,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,5. О.Лайзанс,O Lizance,['Olegs Laizans'],Success
29,2029,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,8. Цауня,Tsaunya,0,Fail
30,2030,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,9. Карашаускис,Karashauskis,['Arturs Karasausks'],Success
31,2031,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,16. Тарасов,Tarasov,['Igors Tarasovs'],Success
32,2032,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,15. Ракель,Raquel,['Deniss Rakels'],Success
33,2033,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,1. Ванин,Vanin,['Andris Vanins'],Success
34,2034,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,2. Максименко,Maksimenko,['Vitalijs Maksimenko'],Success
35,2035,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,4. Дубра,Dubra,['Kaspars Dubra'],Success
36,2036,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,9. Карашаускис,Karashauskis,['Arturs Karasausks'],Success
37,2037,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,13. Горкшс,Gorkshs,['Kaspars Gorkss'],Success
38,2038,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,14. Камеш,Kamesh,['Vladimirs Kamess'],Success
39,2039,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,15. Ракель,Raquel,['Deniss Rakels'],Success
40,2040,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,16. Тарасов,Tarasov,['Igors Tarasovs'],Success
41,2041,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,17. Зюзин,Zyuzin,['Arturs Zjuzins'],Success
42,2042,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,18. Фертов,Fertov,['Aleksandrs Fertovs'],Success
43,2043,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,21. Фрейманис,Freimanis,['Gints Freimanis'],Success
44,2044,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,2. Кадержабек,Kaderzhabek,['Pavel Kaderabek'],Success
45,2045,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,5. Прохазка,A walk,['Lukas Kalvach'],Success
46,2046,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,12. Павелка,Pavelka,['David Pavelka'],Success
47,2047,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,Kolář,Kolář,"['Ondrej Kolar', 'Daniel Kolar']",Success
48,2048,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,11. Шкода,Harm,['Milan Skoda'],Success
49,2049,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,18. Шурал,Shural,['Josef Sural'],Success
50,2050,375,"Euros 2016, Qualifiers",06.09.15,Turkey vs Netherlands,2015,Turkey,TR,23. Волкан,Volkan,"['Volkan Demirel', 'Volkan Babacan', 'Volkan Şen']",Success
51,2051,375,"Euros 2016, Qualifiers",06.09.15,Turkey vs Netherlands,2015,Turkey,TR,2. Эзбайраклы,Ezbayrakly,['Şener Özbayraklı'],Success
52,2052,375,"Euros 2016, Qualifiers",06.09.15,Turkey vs Netherlands,2015,Turkey,TR,16. Туфан,Tufan,['Ozan Tufan'],Success
53,2053,375,"Euros 2016, Qualifiers",06.09.15,Turkey vs Netherlands,2015,Netherlands,NL,12. Ван дер Виль,Vander Wiel,['Gregory van der Wiel'],Success
54,2054,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,1. Покатилов,Pokatilov,['Stas Pokatilov'],Success
55,2055,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,2. Малый,Small,0,Fail
56,2056,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,3. Гурман,The Gourmand,0,Fail
57,2057,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,5. Куат,Kuat,['Islambek Kuat'],Success
58,2058,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,7. Конысбаев,Konysbayev,['Ulan Konysbaev'],Success
59,2059,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,8. Смаков,Smakov,['Samat Smakov'],Success
60,2060,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,9. Исламхан,Islamkhan,['Bauyrzhan Islamkhan'],Success
61,2061,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,16. Суюмбаев,Suyumbaev,['Gafurzhan Suyumbaev'],Success
62,2062,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,17. Нусербаев,Nuserbaev,['Tanat Nuserbaev'],Success
63,2063,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,19. Джолчиев,Dzholchiev,['Bauyrzhan Dzholchiev'],Success
64,2064,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,23. Логвиненко,E ,0,Fail
65,2065,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,1. Ванин,Vanin,['Andris Vanins'],Success
66,2066,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,2. Максименко,Maksimenko,['Vitalijs Maksimenko'],Success
67,2067,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],Success
68,2068,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,13. Горкшс,Gorkshs,['Kaspars Gorkss'],Success
69,2069,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,15. Ракель,Raquel,['Deniss Rakels'],Success
70,2070,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,16. Тарасов,Tarasov,['Igors Tarasovs'],Success
71,2071,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,17. Зюзин,Zyuzin,['Arturs Zjuzins'],Success
72,2072,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],Success
73,2073,378,"Euros 2016, Qualifiers",10.10.15,Kazakhstan vs Netherlands,2015,Kazakhstan,KZ,1. Покатилов,Pokatilov,['Stas Pokatilov'],Success
74,2074,378,"Euros 2016, Qualifiers",10.10.15,Kazakhstan vs Netherlands,2015,Kazakhstan,KZ,8. Смаков,Smakov,['Samat Smakov'],Success
75,2075,378,"Euros 2016, Qualifiers",10.10.15,Kazakhstan vs Netherlands,2015,Kazakhstan,KZ,16. Суюмбаев,Suyumbaev,['Gafurzhan Suyumbaev'],Success
76,2076,378,"Euros 2016, Qualifiers",10.10.15,Kazakhstan vs Netherlands,2015,Kazakhstan,KZ,23. Логвиненко,E ,0,Fail
77,2077,378,"Euros 2016, Qualifiers",10.10.15,Kazakhstan vs Netherlands,2015,Kazakhstan,KZ,5. Куат,Kuat,['Islambek Kuat'],Success
78,2078,378,"Euros 2016, Qualifiers",10.10.15,Kazakhstan vs Netherlands,2015,Kazakhstan,KZ,9. Исламхан,Islamkhan,['Bauyrzhan Islamkhan'],Success
79,2079,378,"Euros 2016, Qualifiers",10.10.15,Kazakhstan vs Netherlands,2015,Kazakhstan,KZ,19. Досмагамбетов,Dosmagambetov,['Timur Dosmagambetov'],Success
80,2080,379,"Euros 2016, Qualifiers",10.10.15,Czech vs Turkey,2015,Czech,CZ,2. Кадержабек,Kaderzhabek,['Pavel Kaderabek'],Success
81,2081,379,"Euros 2016, Qualifiers",10.10.15,Czech vs Turkey,2015,Czech,CZ,20. Новак,Novak,['Filip Novak'],Success
82,2082,379,"Euros 2016, Qualifiers",10.10.15,Czech vs Turkey,2015,Czech,CZ,12. Павелка,Pavelka,['David Pavelka'],Success
83,2083,379,"Euros 2016, Qualifiers",10.10.15,Czech vs Turkey,2015,Turkey,TR,23. Волкан,Volkan,"['Volkan Demirel', 'Volkan Babacan', 'Volkan Şen']",Success
84,2084,379,"Euros 2016, Qualifiers",10.10.15,Czech vs Turkey,2015,Turkey,TR,2. Эзбайраклы,Ezbayrakly,['Şener Özbayraklı'],Success
85,2085,379,"Euros 2016, Qualifiers",10.10.15,Czech vs Turkey,2015,Turkey,TR,16. Туфан,Tufan,['Ozan Tufan'],Success
86,2086,379,"Euros 2016, Qualifiers",10.10.15,Czech vs Turkey,2015,Turkey,TR,17. Тосун,Tosun,['Cenk Tosun'],Success
87,2087,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Latvia,LV,1. Ванин,Vanin,['Andris Vanins'],Success
88,2088,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Latvia,LV,13. Горкшс,Gorkshs,['Kaspars Gorkss'],Success
89,2089,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],Success
90,2090,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Latvia,LV,2. Максименко,Maksimenko,['Vitalijs Maksimenko'],Success
91,2091,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Latvia,LV,5. Лайзанс,Laizans,"['Juris Laizans', 'Olegs Laizans']",Success
92,2092,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],Success
93,2093,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Latvia,LV,15. Ракель,Raquel,['Deniss Rakels'],Success
94,2094,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Latvia,LV,17. Зюзин,Zyuzin,['Arturs Zjuzins'],Success
95,2095,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Kazakhstan,KZ,1. Покатилов,Pokatilov,['Stas Pokatilov'],Success
96,2096,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Kazakhstan,KZ,5. Куат,Kuat,['Islambek Kuat'],Success
97,2097,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Kazakhstan,KZ,8. Смаков,Smakov,['Samat Smakov'],Success
98,2098,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Kazakhstan,KZ,16. Суюмбаев,Suyumbaev,['Gafurzhan Suyumbaev'],Success
99,2099,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Kazakhstan,KZ,17. Нусербаев,Nuserbaev,['Tanat Nuserbaev'],Success
