,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
20,1920,360,"Euros 2016, Qualifiers",13.10.14,Iceland vs Netherlands,2014,Netherlands,NL,4. Мартинс Инди,Martins Indy,['Bruno Martins Indi'],Success
21,1921,360,"Euros 2016, Qualifiers",13.10.14,Iceland vs Netherlands,2014,Netherlands,NL,5. Блинд,Blind,['Daley Blind'],Success
22,1922,360,"Euros 2016, Qualifiers",13.10.14,Iceland vs Netherlands,2014,Netherlands,NL,6. де Йонг,de Jong,"['Nigel de Jong', 'Siem de Jong', 'Luuk de Jong', 'Frenkie de Jong']",Success
23,1923,360,"Euros 2016, Qualifiers",13.10.14,Iceland vs Netherlands,2014,Netherlands,NL,7. Ленс,Lens,['Jeremain Lens'],Success
24,1924,360,"Euros 2016, Qualifiers",13.10.14,Iceland vs Netherlands,2014,Netherlands,NL,8. Афеллай,Afellay,['Ibrahim Afellay'],Success
25,1925,360,"Euros 2016, Qualifiers",13.10.14,Iceland vs Netherlands,2014,Netherlands,NL,10. Снейдер,Sneijder,['Wesley Sneijder'],Success
26,1926,360,"Euros 2016, Qualifiers",13.10.14,Iceland vs Netherlands,2014,Netherlands,NL,11. Роббен,Robben,['Arjen Robben'],Success
27,1927,360,"Euros 2016, Qualifiers",13.10.14,Iceland vs Netherlands,2014,Netherlands,NL,9. ван Перси,van Persie,['Robin van Persie'],Success
28,1928,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,12. Колинько,Kolinko,['Aleksandrs Kolinko'],Success
29,1929,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,4. Дубра,Dubra,['Kaspars Dubra'],Success
30,1930,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,5. Вишняков А.,A  Vishnyakov,0,Fail
31,1931,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],Success
32,1932,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,8. Икауниекс,Ikaunieks,"['Janis Ikaunieks', 'Davis Ikaunieks']",Success
33,1933,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],Success
34,1934,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,11. Вишняков Э.,E Vishnyakov,0,Fail
35,1935,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,13. Горкшс,Gorkshs,['Kaspars Gorkss'],Success
36,1936,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,17. Зюзин,Zyuzin,['Arturs Zjuzins'],Success
37,1937,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,18. Фертов,Fertov,['Aleksandrs Fertovs'],Success
38,1938,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Latvia,LV,20. Куракин,Kurakin,['Antons Kurakins'],Success
39,1939,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,23. Волкан,Volkan,"['Volkan Demirel', 'Volkan Babacan', 'Volkan Şen']",Success
40,1940,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,2. Семих Кайя,Semikh Kaiya,['Semih Kaya'],Success
41,1941,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,7. Гекхан Генюл,Gökhan Genül,['Gökhan Gönül'],Success
42,1942,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,9. Булут,Bulut,"['Umut Bulut', 'Onur Bulut']",Success
43,1943,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,10. Арда,Arda,"['Arda Turan', 'Arda Güler']",Success
44,1944,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,11. Гекхан,Gekhan,['Gökhan Akkan'],Success
45,1945,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,14. Огузхан,Oguzkhan,['Oğuzhan Özyakup'],Success
46,1946,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,15. Топал,Topal,['Mehmet Topal'],Success
47,1947,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,16. Озан,Ozan,"['Ozan Tufan', 'Ozan Kabak']",Success
48,1948,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,18. Эркин,Caner Erkin,['Caner Erkin'],Success
49,1949,361,"Euros 2016, Qualifiers",13.10.14,Latvia vs Turkey,2014,Turkey,TR,21. Шахан,Shakhan,['Olcay Şahan'],Success
50,1950,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Netherlands,NL,3. Брума,Bruma,['Jeffrey Bruma'],Success
51,1951,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Netherlands,NL,5. Виллемс,Willems,['Jetro Willems'],Success
52,1952,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Netherlands,NL,2. Ван дер Виль,Vander Wiel,['Gregory van der Wiel'],Success
53,1953,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,12. Колинько,Kolinko,['Aleksandrs Kolinko'],Success
54,1954,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,4. Дубра,Dubra,['Kaspars Dubra'],Success
55,1955,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],Success
56,1956,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,13. Горкшс,Gorkshs,['Kaspars Gorkss'],Success
57,1957,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,20. Куракин,Kurakin,['Antons Kurakins'],Success
58,1958,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,11. Э.Вишняков,E Vishnyakov,0,Fail
59,1959,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,14. Икауниекс,Ikaunieks,"['Janis Ikaunieks', 'Davis Ikaunieks']",Success
60,1960,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,17. Зюзин,Zyuzin,['Arturs Zjuzins'],Success
61,1961,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,18. Фертовс,Fertovs,['Aleksandrs Fertovs'],Success
62,1962,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,21. А.Вишняков,A Vishnyakov,['Aleksejs Visnakovs'],Success
63,1963,362,"Euros 2016, Qualifiers",16.11.14,Netherlands vs Latvia,2014,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],Success
64,1964,363,"Euros 2016, Qualifiers",16.11.14,Czech vs Iceland,2014,Czech,CZ,2. Кадержабек,Kaderzhabek,['Pavel Kaderabek'],Success
65,1965,363,"Euros 2016, Qualifiers",16.11.14,Czech vs Iceland,2014,Iceland,IS,1. Хадльдорссон,Haldorsson,"['Hannes Thór Halldórsson', 'Hilmar Árni Halldórsson']",Success
66,1966,363,"Euros 2016, Qualifiers",16.11.14,Czech vs Iceland,2014,Iceland,IS,23. А.Скуласон,A S Kulason,['Ari Freyr Skúlason'],Success
67,1967,363,"Euros 2016, Qualifiers",16.11.14,Czech vs Iceland,2014,Iceland,IS,17. Гуннарссон,Gunnarsson,"['Aron Gunnarsson', 'Patrik Gunnarsson', 'Hördur Ingi Gunnarsson']",Success
68,1968,363,"Euros 2016, Qualifiers",16.11.14,Czech vs Iceland,2014,Iceland,IS,18. Э.Бьярнасон,A Bjarnason,['Aron Bjarnason'],Success
69,1969,363,"Euros 2016, Qualifiers",16.11.14,Czech vs Iceland,2014,Iceland,IS,20. Хадльфредссон,Hallfredsson,['Emil Hallfredsson'],Success
70,1970,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,1. Волкан,Volkan,"['Volkan Demirel', 'Volkan Babacan', 'Volkan Şen']",Success
71,1971,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,2. Семих Кайя,Semikh Kaiya,['Semih Kaya'],Success
72,1972,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,4. Сердар Азиз,Serdar Aziz,['Serdar Aziz'],Success
73,1973,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,8. Инан,Inan,['Selçuk İnan'],Success
74,1974,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,16. Озан,Ozan,"['Ozan Tufan', 'Ozan Kabak']",Success
75,1975,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,10. Арда Туран,Arda Turan,['Arda Turan'],Success
76,1976,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,17. Бурак Йылмаз,Burakylmaz,['Burak Yılmaz'],Success
77,1977,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,18. Эркин,Caner Erkin,['Caner Erkin'],Success
78,1978,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,20. Волкан Шен,Volkan Shen,['Volkan Şen'],Success
79,1979,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Turkey,TR,9. Умут Булут,Umut Bulut,['Umut Bulut'],Success
80,1980,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Kazakhstan,KZ,1. Мокин,Mokin,['Aleksandr Mokin'],Success
81,1981,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Kazakhstan,KZ,3. Гурман,The Gourmand,0,Fail
82,1982,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Kazakhstan,KZ,5. Абдулин,Abdulin,['Renat Abdulin'],Success
83,1983,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Kazakhstan,KZ,8. Смаков,Smakov,['Samat Smakov'],Success
84,1984,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Kazakhstan,KZ,9. Исламхан,Islamkhan,['Bauyrzhan Islamkhan'],Success
85,1985,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Kazakhstan,KZ,10. Тагыберген,Tagybergen,['Askhat Tagybergen'],Success
86,1986,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Kazakhstan,KZ,19. Лунин,Lunin,['Stanislav Lunin'],Success
87,1987,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Kazakhstan,KZ,23. Логвиненко,E ,['Nenad Eric'],Success
88,1988,364,"Euros 2016, Qualifiers",16.11.14,Turkey vs Kazakhstan,2014,Kazakhstan,KZ,20. Хижниченко,Khizhnichenko,['Sergey Khizhnichenko'],Success
89,1989,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Netherlands,NL,2. Ван дер Виль,Vander Wiel,['Gregory van der Wiel'],Success
90,1990,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,23. Волкан Б.,B Volkan,['Volkan Babacan'],Success
91,1991,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,3. Хакан Балта,Hakan Balta,['Hakan Balta'],Success
92,1992,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,4. Сердар Азиз,Serdar Aziz,['Serdar Aziz'],Success
93,1993,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,7. Гекхан Генюл,Gökhan Genül,['Gökhan Gönül'],Success
94,1994,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,8. Сельчук Инан,Selcuk Inan,['Selçuk İnan'],Success
95,1995,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,11. Гекхан Тере,Gekhan Tere,['Gökhan Töre'],Success
96,1996,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,13. Волкан Шен,Volkan Shen,['Volkan Şen'],Success
97,1997,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,15. Мехмет Топал,Mehmet Topal,['Mehmet Topal'],Success
98,1998,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,16. Озан Туфан,Ozan Tufan,['Ozan Tufan'],Success
99,1999,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,17. Бурак Йылмаз,Burakylmaz,['Burak Yılmaz'],Success
