,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,To Remove
24,4896,4896,496,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,SUCCESS,0,550000.0,False,working,False,0,Y Andzouana,none,False
25,4897,4897,497,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,SUCCESS,0,500000.0,False,working,False,0,B Passi,none,False
26,4899,4899,499,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,SUCCESS,0,500000.0,False,working,False,0,M Poaty,none,False
27,4900,4900,500,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,SUCCESS,0,3000000.0,False,working,False,0,G Makouta,none,False
28,4902,4902,502,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,SUCCESS,0,4500000.0,False,working,False,0,A Makoumbou,none,False
29,4904,4904,504,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,SUCCESS,0,800000.0,False,working,False,0,S Ganvoula,none,False
30,6021,6021,521,3307,"World Cup Qualifiers, Europe, 2022",Turkey vs Montenegro,01-09-2021,Montenegro,ME,2021,SUCCESS,0,500000.0,False,working,False,0,Tomašević,none,False
31,6688,6688,22,1669,Nations League 2020-2021,Moldova vs Greece,15.11.20,Moldova,MD,2020,SUCCESS,0,150000.0,False,working,False,0,Namașco,none,False
32,6743,6743,77,1671,Nations League 2020-2021,Kosovo vs Moldova,18.11.20,Moldova,MD,2020,SUCCESS,0,150000.0,False,working,False,0,Namașco,none,False
33,7241,7241,575,1694,Nations League 2020-2021,Latvia vs Faroe Islands,14.11.20,Latvia,LV,2020,SUCCESS,0,275000.0,False,working,False,0,Kamešs,none,False
34,7296,7296,630,1696,Nations League 2020-2021,Andorra vs Latvia,17.11.20,Latvia,LV,2020,SUCCESS,0,275000.0,False,working,False,0,Kamešs,none,False
35,7633,7633,967,1712,Nations League 2022-2023,Denmark vs Croatia,10.06.22,Croatia,HR,2022,SUCCESS,0,5000000.0,False,working,False,0,Oršić,none,False
36,7816,7816,50,960,"Euros 2024, Qualifiers",Moldova vs Czech,27.03.23,Moldova,MD,2023,SUCCESS,0,700000.0,False,working,False,0,Moțpan,none,False
37,7823,7823,57,960,"Euros 2024, Qualifiers",Moldova vs Czech,27.03.23,Czech Republic,CZ,2023,SUCCESS,0,3000000.0,False,working,False,0,Holeš,none,False
38,7829,7829,63,960,"Euros 2024, Qualifiers",Moldova vs Czech,27.03.23,Czech Republic,CZ,2023,SUCCESS,0,15000000.0,False,working,False,0,Hložek,none,False
39,7851,7851,85,961,"Euros 2024, Qualifiers",Albania vs Moldova,17.06.23,Moldova,MD,2023,SUCCESS,0,700000.0,False,working,False,0,Moțpan,none,False
40,7866,7866,100,962,"Euros 2024, Qualifiers",Faroe Islands vs Czech,17.06.23,Czech Republic,CZ,2023,SUCCESS,0,3000000.0,False,working,False,0,Holeš,none,False
41,7869,7869,103,962,"Euros 2024, Qualifiers",Faroe Islands vs Czech,17.06.23,Czech Republic,CZ,2023,SUCCESS,0,7500000.0,False,working,False,0,Král,none,False
42,7873,7873,107,962,"Euros 2024, Qualifiers",Faroe Islands vs Czech,17.06.23,Czech Republic,CZ,2023,SUCCESS,0,15000000.0,False,working,False,0,Hložek,none,False
43,7943,7943,177,966,"Euros 2024, Qualifiers",Czech vs Albania,07.09.23,Czech Republic,CZ,2023,SUCCESS,0,3000000.0,False,working,False,0,Holeš,none,False
44,7946,7946,180,966,"Euros 2024, Qualifiers",Czech vs Albania,07.09.23,Czech Republic,CZ,2023,SUCCESS,0,7500000.0,False,working,False,0,Král,none,False
45,7982,7982,216,967,"Euros 2024, Qualifiers",Faroe Islands vs Moldova,10.09.23,Moldova,MD,2023,SUCCESS,0,700000.0,False,working,False,0,Moțpan,none,False
46,7983,7983,217,967,"Euros 2024, Qualifiers",Faroe Islands vs Moldova,10.09.23,Moldova,MD,2023,SUCCESS,0,350000.0,False,working,False,0,Stînă,none,False
47,8020,8020,254,969,"Euros 2024, Qualifiers",Albania vs Czech,12.10.23,Czech Republic,CZ,2023,SUCCESS,0,3000000.0,False,working,False,0,Holeš,none,False
48,8053,8053,287,971,"Euros 2024, Qualifiers",Czech vs Faroe Islands,15.10.23,Czech Republic,CZ,2023,SUCCESS,0,3000000.0,False,working,False,0,Holeš,none,False
49,8060,8060,294,971,"Euros 2024, Qualifiers",Czech vs Faroe Islands,15.10.23,Czech Republic,CZ,2023,SUCCESS,0,15000000.0,False,working,False,0,Hložek,none,False
50,8093,8093,327,972,"Euros 2024, Qualifiers",Poland vs Moldova,15.10.23,Moldova,MD,2023,SUCCESS,0,700000.0,False,working,False,0,Moțpan,none,False
51,8103,8103,337,974,"Euros 2024, Qualifiers",Moldova vs Albania,17.11.23,Moldova,MD,2023,SUCCESS,0,700000.0,False,working,False,0,Moțpan,none,False
52,8131,8131,365,973,"Euros 2024, Qualifiers",Poland vs Czech,17.11.23,Czech Republic,CZ,2023,SUCCESS,0,3000000.0,False,working,False,0,Holeš,none,False
53,8141,8141,375,975,"Euros 2024, Qualifiers",Czech vs Moldova,20.11.23,Czech Republic,CZ,2023,SUCCESS,0,3000000.0,False,working,False,0,Holeš,none,False
54,8143,8143,377,975,"Euros 2024, Qualifiers",Czech vs Moldova,20.11.23,Czech Republic,CZ,2023,SUCCESS,0,5000000.0,False,working,False,0,Vitík,none,False
55,8149,8149,383,975,"Euros 2024, Qualifiers",Czech vs Moldova,20.11.23,Czech Republic,CZ,2023,SUCCESS,0,15000000.0,False,working,False,0,Hložek,none,False
56,8150,8150,384,975,"Euros 2024, Qualifiers",Czech vs Moldova,20.11.23,Czech Republic,CZ,2023,SUCCESS,0,2000000.0,False,working,False,0,Chorý,none,False
57,8158,8158,392,975,"Euros 2024, Qualifiers",Czech vs Moldova,20.11.23,Moldova,MD,2023,SUCCESS,0,700000.0,False,working,False,0,Moțpan,none,False
58,8643,8643,877,997,"Euros 2024, Qualifiers",Bulgaria vs Montenegro,24.03.23,Montenegro,ME,2023,SUCCESS,0,5000000.0,False,working,False,0,Marušić,none,False
59,8692,8692,926,1000,"Euros 2024, Qualifiers",Montenegro vs Serbia,27.03.23,Montenegro,ME,2023,SUCCESS,0,300000.0,False,working,False,0,Tomašević,none,False
60,8697,8697,931,1000,"Euros 2024, Qualifiers",Montenegro vs Serbia,27.03.23,Montenegro,ME,2023,SUCCESS,0,5000000.0,False,working,False,0,Marušić,none,False
61,8736,8736,970,1002,"Euros 2024, Qualifiers",Montenegro vs Hungary,17.06.23,Montenegro,ME,2023,SUCCESS,0,300000.0,False,working,False,0,Tomašević,none,False
62,8813,8813,1047,1005,"Euros 2024, Qualifiers",Lithuania vs Montenegro,07.09.23,Montenegro,ME,2023,SUCCESS,0,300000.0,False,working,False,0,Tomašević,none,False
63,8818,8818,1052,1005,"Euros 2024, Qualifiers",Lithuania vs Montenegro,07.09.23,Montenegro,ME,2023,SUCCESS,0,5000000.0,False,working,False,0,Marušić,none,False
64,8819,8819,1053,1005,"Euros 2024, Qualifiers",Lithuania vs Montenegro,07.09.23,Montenegro,ME,2023,SUCCESS,0,600000.0,False,working,False,0,Mugoša,none,False
65,8820,8820,1054,1005,"Euros 2024, Qualifiers",Lithuania vs Montenegro,07.09.23,Montenegro,ME,2023,SUCCESS,0,450000.0,False,working,False,0,Jovović,none,False
66,8848,8848,1082,1007,"Euros 2024, Qualifiers",Montenegro vs Bulgaria,10.09.23,Montenegro,ME,2023,SUCCESS,0,600000.0,False,working,False,0,ipčić,none,False
67,8852,8852,1086,1007,"Euros 2024, Qualifiers",Montenegro vs Bulgaria,10.09.23,Montenegro,ME,2023,SUCCESS,0,5000000.0,False,working,False,0,Marušić,none,False
68,8950,8950,84,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,SUCCESS,0,3000000.0,False,working,False,0,P Oniangué,none,False
69,8951,8951,85,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,SUCCESS,0,800000.0,False,working,False,0,A Bouka Moutou,none,False
70,8952,8952,86,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,SUCCESS,0,2500000.0,False,working,False,0,T Bifouma,none,False
71,8953,8953,87,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,SUCCESS,0,600000.0,False,working,False,0,F Doré,none,False
72,9027,9027,161,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,SUCCESS,0,3000000.0,False,working,False,0,P Oniangué,none,False
73,9028,9028,162,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,SUCCESS,0,800000.0,False,working,False,0,A Bouka Moutou,none,False
74,9029,9029,163,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,SUCCESS,0,600000.0,False,working,False,0,F Doré,none,False
75,9030,9030,164,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,SUCCESS,0,2500000.0,False,working,False,0,T Bifouma,none,False
76,9304,9304,438,3505,"African Cup of Nations, 2017",Mali vs Egypt,17-01-2017,Egypt,EG,2017,SUCCESS,0,1500000.0,False,working,False,0,Trézéguet,none,False
77,9337,9337,471,3507,"African Cup of Nations, 2017",Egypt vs Morocco,29-01-2017,Egypt,EG,2017,SUCCESS,0,1500000.0,False,working,False,0,Trézéguet,none,False
78,9359,9359,493,3508,"African Cup of Nations, 2017",Egypt vs Cameroon,05-02-2017,Egypt,EG,2017,SUCCESS,0,1500000.0,False,working,False,0,Trézéguet,none,False
79,9513,9513,647,3515,"African Cup of Nations, 2017",Egypt vs Ghana,25-01-2017,Egypt,EG,2017,SUCCESS,0,1500000.0,False,working,False,0,Trézéguet,none,False
80,9707,9707,841,3524,"African Cup of Nations, 2017",Egypt vs Uganda,21-01-2017,Egypt,EG,2017,SUCCESS,0,1500000.0,False,working,False,0,Trézéguet,none,False
81,9788,9788,922,3527,"African Cup of Nations, 2017",Burkina Faso vs Egypt,01-02-2017,Egypt,EG,2017,SUCCESS,0,1500000.0,False,working,False,0,Trézéguet,none,False
82,11105,11105,39,757,"Euros 2020, Qualifiers",Israel vs Slovenia,21.03.19,Slovenia,SI,2019,SUCCESS,0,4800000.0,False,working,False,0,Verbič,none,False
83,11121,11121,55,758,"Euros 2020, Qualifiers",North Macedonia vs Latvia,21.03.19,Latvia,LV,2019,SUCCESS,0,100000.0,False,working,False,0,Vaņins,none,False
84,11182,11182,116,761,"Euros 2020, Qualifiers",Slovenia vs North Macedonia,24.03.19,Slovenia,SI,2019,SUCCESS,0,4800000.0,False,working,False,0,Verbič,none,False
85,11313,11313,247,767,"Euros 2020, Qualifiers",Latvia vs Slovenia,10.06.19,Latvia,LV,2019,SUCCESS,0,300000.0,False,working,False,0,Kamešs,none,False
86,11366,11366,300,769,"Euros 2020, Qualifiers",Austria vs Latvia,06.09.19,Latvia,LV,2019,SUCCESS,0,300000.0,False,working,False,0,Kamešs,none,False
87,11380,11380,314,770,"Euros 2020, Qualifiers",Slovenia vs Poland,06.09.19,Slovenia,SI,2019,SUCCESS,0,4800000.0,False,working,False,0,Verbič,none,False
88,11424,11424,358,772,"Euros 2020, Qualifiers",Slovenia vs Israel,09.09.19,Slovenia,SI,2019,SUCCESS,0,4800000.0,False,working,False,0,Verbič,none,False
89,11440,11440,374,773,"Euros 2020, Qualifiers",Latvia vs North Macedonia,09.09.19,Latvia,LV,2019,SUCCESS,0,100000.0,False,working,False,0,Vaņins,none,False
90,11442,11442,376,773,"Euros 2020, Qualifiers",Latvia vs North Macedonia,09.09.19,Latvia,LV,2019,SUCCESS,0,300000.0,False,working,False,0,Kamešs,none,False
91,11501,11501,435,775,"Euros 2020, Qualifiers",North Macedonia vs Slovenia,10.10.19,Slovenia,SI,2019,SUCCESS,0,4800000.0,False,working,False,0,Verbič,none,False
92,11506,11506,440,776,"Euros 2020, Qualifiers",Latvia vs Poland,10.10.19,Latvia,LV,2019,SUCCESS,0,100000.0,False,working,False,0,Vaņins,none,False
93,11556,11556,490,778,"Euros 2020, Qualifiers",Slovenia vs Austria,13.10.19,Slovenia,SI,2019,SUCCESS,0,4800000.0,False,working,False,0,Verbič,none,False
94,11585,11585,519,779,"Euros 2020, Qualifiers",Israel vs Latvia,15.10.19,Latvia,LV,2019,SUCCESS,0,300000.0,False,working,False,0,Kamešs,none,False
95,11601,11601,535,780,"Euros 2020, Qualifiers",Slovenia vs Latvia,16.11.19,Slovenia,SI,2019,SUCCESS,0,4800000.0,False,working,False,0,Verbič,none,False
96,11609,11609,543,780,"Euros 2020, Qualifiers",Slovenia vs Latvia,16.11.19,Latvia,LV,2019,SUCCESS,0,300000.0,False,working,False,0,Kamešs,none,False
97,11678,11678,612,783,"Euros 2020, Qualifiers",Poland vs Slovenia,19.11.19,Slovenia,SI,2019,SUCCESS,0,4800000.0,False,working,False,0,Verbič,none,False
98,11708,11708,642,785,"Euros 2020, Qualifiers",Latvia vs Austria,19.11.19,Latvia,LV,2019,SUCCESS,0,300000.0,False,working,False,0,Kamešs,none,False
99,13705,13705,439,2192,"World Cup Qualifiers, Africa, 2022",Senegal vs Egypt,29-03-2022,Egypt,EG,2022,SUCCESS,0,10000000.0,False,working,False,0,Trézéguet,none,False
100,16807,16807,241,616,"Euros 2020, Qualifiers",Northern Ireland vs Slovakia,12.11.20,Slovakia,SK,2020,SUCCESS,0,3000000.0,False,working,False,0,Hamšík,none,False
101,16918,16918,352,622,"Euros 2020, Qualifiers",Bosnia-Herzegovina vs Northern Ireland,08.10.20,Bosnia-Herzegovina,BA,2020,SUCCESS,0,900000.0,False,working,False,0,ehić,none,False
102,16925,16925,359,622,"Euros 2020, Qualifiers",Bosnia-Herzegovina vs Northern Ireland,08.10.20,Bosnia-Herzegovina,BA,2020,SUCCESS,0,6000000.0,False,working,False,0,Krunić,none,False
103,16926,16926,360,622,"Euros 2020, Qualifiers",Bosnia-Herzegovina vs Northern Ireland,08.10.20,Bosnia-Herzegovina,BA,2020,SUCCESS,0,20000000.0,False,working,False,0,Pjanić,none,False
104,16927,16927,361,622,"Euros 2020, Qualifiers",Bosnia-Herzegovina vs Northern Ireland,08.10.20,Bosnia-Herzegovina,BA,2020,SUCCESS,0,8000000.0,False,working,False,0,Višća,none,False
105,16948,16948,382,623,"Euros 2020, Qualifiers",Slovakia vs Ireland,08.10.20,Slovakia,SK,2020,SUCCESS,0,5000000.0,False,working,False,0,Hrošovský,none,False
106,16950,16950,384,623,"Euros 2020, Qualifiers",Slovakia vs Ireland,08.10.20,Slovakia,SK,2020,SUCCESS,0,3000000.0,False,working,False,0,Hamšík,none,False
107,17019,17019,453,626,"Euros 2020, Qualifiers",Bulgaria vs Montenegro,22.03.19,Montenegro,ME,2019,SUCCESS,0,725000.0,False,working,False,0,Tomašević,none,False
108,17021,17021,455,626,"Euros 2020, Qualifiers",Bulgaria vs Montenegro,22.03.19,Montenegro,ME,2019,SUCCESS,0,950000.0,False,working,False,0,Simić,none,False
109,17024,17024,458,626,"Euros 2020, Qualifiers",Bulgaria vs Montenegro,22.03.19,Montenegro,ME,2019,SUCCESS,0,5500000.0,False,working,False,0,Marušić,none,False
110,17026,17026,460,626,"Euros 2020, Qualifiers",Bulgaria vs Montenegro,22.03.19,Montenegro,ME,2019,SUCCESS,0,650000.0,False,working,False,0,Mugoša,none,False
111,17044,17044,478,627,"Euros 2020, Qualifiers",England vs Czech,22.03.19,Czech Republic,CZ,2019,SUCCESS,0,800000.0,False,working,False,0,Čelůstka,none,False
112,17052,17052,486,628,"Euros 2020, Qualifiers",Montenegro vs England,25.03.19,Montenegro,ME,2019,SUCCESS,0,725000.0,False,working,False,0,Tomašević,none,False
113,17055,17055,489,628,"Euros 2020, Qualifiers",Montenegro vs England,25.03.19,Montenegro,ME,2019,SUCCESS,0,950000.0,False,working,False,0,Simić,none,False
114,17057,17057,491,628,"Euros 2020, Qualifiers",Montenegro vs England,25.03.19,Montenegro,ME,2019,SUCCESS,0,5500000.0,False,working,False,0,Marušić,none,False
115,17059,17059,493,628,"Euros 2020, Qualifiers",Montenegro vs England,25.03.19,Montenegro,ME,2019,SUCCESS,0,650000.0,False,working,False,0,Mugoša,none,False
116,17097,17097,531,630,"Euros 2020, Qualifiers",Czech vs Bulgaria,07.06.19,Czech Republic,CZ,2019,SUCCESS,0,6700000.0,False,working,False,0,Král,none,False
117,17099,17099,533,630,"Euros 2020, Qualifiers",Czech vs Bulgaria,07.06.19,Czech Republic,CZ,2019,SUCCESS,0,800000.0,False,working,False,0,Čelůstka,none,False
118,17117,17117,551,631,"Euros 2020, Qualifiers",Montenegro vs Kosovo,07.06.19,Montenegro,ME,2019,SUCCESS,0,725000.0,False,working,False,0,Tomašević,none,False
119,17119,17119,553,631,"Euros 2020, Qualifiers",Montenegro vs Kosovo,07.06.19,Montenegro,ME,2019,SUCCESS,0,950000.0,False,working,False,0,Simić,none,False
120,17124,17124,558,631,"Euros 2020, Qualifiers",Montenegro vs Kosovo,07.06.19,Montenegro,ME,2019,SUCCESS,0,5500000.0,False,working,False,0,Marušić,none,False
121,17125,17125,559,631,"Euros 2020, Qualifiers",Montenegro vs Kosovo,07.06.19,Montenegro,ME,2019,SUCCESS,0,650000.0,False,working,False,0,Mugoša,none,False
122,17140,17140,574,632,"Euros 2020, Qualifiers",Czech vs Montenegro,10.06.19,Czech Republic,CZ,2019,SUCCESS,0,6700000.0,False,working,False,0,Král,none,False
123,17143,17143,577,632,"Euros 2020, Qualifiers",Czech vs Montenegro,10.06.19,Czech Republic,CZ,2019,SUCCESS,0,800000.0,False,working,False,0,Čelůstka,none,False
124,17157,17157,591,632,"Euros 2020, Qualifiers",Czech vs Montenegro,10.06.19,Montenegro,ME,2019,SUCCESS,0,5500000.0,False,working,False,0,Marušić,none,False
125,17158,17158,592,632,"Euros 2020, Qualifiers",Czech vs Montenegro,10.06.19,Montenegro,ME,2019,SUCCESS,0,650000.0,False,working,False,0,Mugoša,none,False
126,17159,17159,593,632,"Euros 2020, Qualifiers",Czech vs Montenegro,10.06.19,Montenegro,ME,2019,SUCCESS,0,800000.0,False,working,False,0,Jovović,none,False
127,17196,17196,630,634,"Euros 2020, Qualifiers",Kosovo vs Czech,07.09.19,Czech Republic,CZ,2019,SUCCESS,0,1600000.0,False,working,False,0,Bořil,none,False
128,17197,17197,631,634,"Euros 2020, Qualifiers",Kosovo vs Czech,07.09.19,Czech Republic,CZ,2019,SUCCESS,0,6700000.0,False,working,False,0,Král,none,False
129,17198,17198,632,634,"Euros 2020, Qualifiers",Kosovo vs Czech,07.09.19,Czech Republic,CZ,2019,SUCCESS,0,800000.0,False,working,False,0,Čelůstka,none,False
130,17250,17250,684,637,"Euros 2020, Qualifiers",Montenegro vs Czech,10.09.19,Montenegro,ME,2019,SUCCESS,0,725000.0,False,working,False,0,Tomašević,none,False
131,17256,17256,690,637,"Euros 2020, Qualifiers",Montenegro vs Czech,10.09.19,Montenegro,ME,2019,SUCCESS,0,5500000.0,False,working,False,0,Marušić,none,False
132,17258,17258,692,637,"Euros 2020, Qualifiers",Montenegro vs Czech,10.09.19,Montenegro,ME,2019,SUCCESS,0,650000.0,False,working,False,0,Mugoša,none,False
133,17262,17262,696,637,"Euros 2020, Qualifiers",Montenegro vs Czech,10.09.19,Czech Republic,CZ,2019,SUCCESS,0,1600000.0,False,working,False,0,Bořil,none,False
134,17263,17263,697,637,"Euros 2020, Qualifiers",Montenegro vs Czech,10.09.19,Czech Republic,CZ,2019,SUCCESS,0,6700000.0,False,working,False,0,Král,none,False
135,17264,17264,698,637,"Euros 2020, Qualifiers",Montenegro vs Czech,10.09.19,Czech Republic,CZ,2019,SUCCESS,0,800000.0,False,working,False,0,Čelůstka,none,False
136,17273,17273,707,638,"Euros 2020, Qualifiers",Czech vs England,11.10.19,Czech Republic,CZ,2019,SUCCESS,0,1600000.0,False,working,False,0,Bořil,none,False
137,17274,17274,708,638,"Euros 2020, Qualifiers",Czech vs England,11.10.19,Czech Republic,CZ,2019,SUCCESS,0,6700000.0,False,working,False,0,Král,none,False
138,17275,17275,709,638,"Euros 2020, Qualifiers",Czech vs England,11.10.19,Czech Republic,CZ,2019,SUCCESS,0,800000.0,False,working,False,0,Čelůstka,none,False
139,17295,17295,729,639,"Euros 2020, Qualifiers",Montenegro vs Bulgaria,11.10.19,Montenegro,ME,2019,SUCCESS,0,950000.0,False,working,False,0,Simić,none,False
140,17298,17298,732,639,"Euros 2020, Qualifiers",Montenegro vs Bulgaria,11.10.19,Montenegro,ME,2019,SUCCESS,0,5500000.0,False,working,False,0,Marušić,none,False
141,17300,17300,734,639,"Euros 2020, Qualifiers",Montenegro vs Bulgaria,11.10.19,Montenegro,ME,2019,SUCCESS,0,800000.0,False,working,False,0,Jovović,none,False
142,17348,17348,782,641,"Euros 2020, Qualifiers",Kosovo vs Montenegro,14.10.19,Montenegro,ME,2019,SUCCESS,0,950000.0,False,working,False,0,Simić,none,False
143,17354,17354,788,641,"Euros 2020, Qualifiers",Kosovo vs Montenegro,14.10.19,Montenegro,ME,2019,SUCCESS,0,5500000.0,False,working,False,0,Marušić,none,False
144,17355,17355,789,641,"Euros 2020, Qualifiers",Kosovo vs Montenegro,14.10.19,Montenegro,ME,2019,SUCCESS,0,650000.0,False,working,False,0,Mugoša,none,False
145,17356,17356,790,641,"Euros 2020, Qualifiers",Kosovo vs Montenegro,14.10.19,Montenegro,ME,2019,SUCCESS,0,800000.0,False,working,False,0,Jovović,none,False
146,17373,17373,807,642,"Euros 2020, Qualifiers",England vs Montenegro,14.11.19,Montenegro,ME,2019,SUCCESS,0,950000.0,False,working,False,0,Simić,none,False
147,17378,17378,812,642,"Euros 2020, Qualifiers",England vs Montenegro,14.11.19,Montenegro,ME,2019,SUCCESS,0,800000.0,False,working,False,0,Jovović,none,False
148,17383,17383,817,643,"Euros 2020, Qualifiers",Czech vs Kosovo,14.11.19,Czech Republic,CZ,2019,SUCCESS,0,1600000.0,False,working,False,0,Bořil,none,False
149,17384,17384,818,643,"Euros 2020, Qualifiers",Czech vs Kosovo,14.11.19,Czech Republic,CZ,2019,SUCCESS,0,6700000.0,False,working,False,0,Král,none,False
