,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
83,2483,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,16. Кинтеро,Kintero,['Sergio Quintero'],Success
84,2484,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,20. Плата,Fees,['Gonzalo Plata'],Success
85,2485,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,9. Кампанья,Campania,['Leonardo Campana'],Success
86,2486,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,1. Квангён Ли,Gwangkyung Lee,['Lee Gwang-Yeon'],Success
87,2487,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,2. Хванг Тэ Хён,Hwang Tae Hyun,['Tae-Hyeon Hwang'],Success
88,2488,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,3. Ли Чже Ик,Li Zhe Ik,['Jae-Ik Lee'],Success
89,2489,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,4. Ли Чжи Сол,Li Zhi Sol,['Ji-Sol Lee'],Success
90,2490,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,5. Хён-Ву Ким,Hyunwoo Kim,['Kim Hyun-Woo'],Success
91,2491,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,19. Чой Джун,Choi Jun,['Jun Choi'],Success
92,2492,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,7. Седжин Чон,Sejin Chon,['Se-Jin Jeon'],Success
93,2493,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,14. Та Джун Пак,Ta Jun Pak,['Tae-Jun Park'],Success
94,2494,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,15. Хо Джин Чжон,Ho Jin Jeong,['Ho-Jin Jeong'],Success
95,2495,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Korea Republic,KR,9. Се-Хун О,O SeHun,['Sehun Oh'],Success
96,2496,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,16. Ндиайе,Ndiaye,['Dialy Ndiaye'],Success
97,2497,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,2. Н'Диайе,N Diaye,['Moussa NDiaye'],Success
98,2498,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,5. Ав,Av,['Souleymane Aw'],Success
99,2499,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,12. Дионку,Dionku,"['Alpha Diounkou', 'Daouda Diongue']",Success
