,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
317,3797,"Gold Cup, 2023",05-07-2023,Guadeloupe vs Guatemala,2023,Guatemala,GT,E García,True,Failed Using Name Looking at Season and Season +-1,Gabriel Garcia,,Match Date Filter Said 0,False
318,2442,"World Cup Qualifiers, Asia, 2018",12-03-2015,Cambodia vs Macao,2015,Macao,MF,Pang Chi-Hang,True,Failed Using Name Looking at Season and Season +-1,Must Chao Pak Kei,,Match Date Filter Said 0,False
319,2450,"World Cup Qualifiers, Asia, 2018",03-09-2015,Kuwait vs Myanmar,2015,Kuwait,KW,Abdel Aziz Al Enezi,True,Failed Using Name Looking at Season and Season +-1,Abdulaziz Wadi,,Match Date Filter Said 0,False
320,2474,"World Cup Qualifiers, Asia, 2018",11-06-2015,Lebanon vs Kuwait,2015,Kuwait,KW,Abdel Aziz Al Enezi,True,Failed Using Name Looking at Season and Season +-1,Abdulaziz Wadi,,Match Date Filter Said 0,False
321,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Ireland,IE,O`Shea,True,Failed Using Name Looking at Season and Season +-1,John Oshea,,Match Date Filter Said 0,False
322,449,"Euros 2016, Qualifiers",14.10.14,Germany vs Ireland,2014,Ireland,IE,O`Shea,True,Failed Using Name Looking at Season and Season +-1,John Oshea,,Match Date Filter Said 0,False
323,465,"Euros 2016, Qualifiers",07.09.15,Ireland vs Georgia,2015,Ireland,IE,O`Shea,True,Failed Using Name Looking at Season and Season +-1,John Oshea,,Match Date Filter Said 0,False
324,468,"Euros 2016, Qualifiers",08.10.15,Ireland vs Germany,2015,Ireland,IE,O`Shea,True,Failed Using Name Looking at Season and Season +-1,John Oshea,,Match Date Filter Said 0,False
325,472,"Euros 2016, Qualifiers",11.10.15,Poland vs Ireland,2015,Ireland,IE,O`Shea,True,Failed Using Name Looking at Season and Season +-1,John Oshea,,Match Date Filter Said 0,False
326,2385,"World Cup Qualifiers, Asia, 2018",16-06-2015,Guam vs India,2015,India,IN,D Singh,True,Failed Using Name Looking at Season and Season +-1,Dheeraj Singh,,Match Date Filter Said 0,False
327,2406,"World Cup Qualifiers, Asia, 2018",12-03-2015,Sri Lanka vs Bhutan,2015,Sri Lanka,LK,D De Silva,True,Failed Using Name Looking at Season and Season +-1,Dillon De Silva,,Match Date Filter Said 0,False
328,2101,"World Cup Qualifiers, Africa, 2022",07-09-2021,Equatorial Guinea vs Mauritania,2021,Mauritania,MR,A Sy,True,Failed Using Name Looking at Season and Season +-1,Abou Sy,,Match Date Filter Said 0,False
329,1407,Nations League 2018-2020,15.10.18,Iceland vs Switzerland,2018,Iceland,IS,Arnason,True,Failed Using Name Looking at Season and Season +-1,Kari Arnason,,Match Date Filter Said 0,False
330,1408,Nations League 2018-2020,15.11.18,Belgium vs Iceland,2018,Iceland,IS,Arnason,True,Failed Using Name Looking at Season and Season +-1,Kari Arnason,,Match Date Filter Said 0,False
331,2582,"World Cup Qualifiers, Asia, 2022",02-09-2021,Saudi Arabia vs Vietnam,2021,Vietnam,VN,Bùi Tn Trng,True,Failed Using Name Looking at Season and Season +-1,Bùi Tấn Trường,,Match Date Filter Said 0,False
332,2593,"World Cup Qualifiers, Asia, 2022",07-06-2021,Vietnam vs Indonesia,2021,Vietnam,VN,Bùi Tn Trng,True,Failed Using Name Looking at Season and Season +-1,Bùi Tấn Trường,,Match Date Filter Said 0,False
333,2596,"World Cup Qualifiers, Asia, 2022",11-6-2021,Malaysia vs Vietnam,2021,Vietnam,VN,Bùi Tn Trng,True,Failed Using Name Looking at Season and Season +-1,Bùi Tấn Trường,,Match Date Filter Said 0,False
334,2600,"World Cup Qualifiers, Asia, 2022",11-11-2021,Iraq vs Syria,2021,Syria,SY,Khalid Alhaji,True,Failed Using Name Looking at Season and Season +-1,Khalid Ali Al-Hajjaji,,Match Date Filter Said 0,False
335,2613,"World Cup Qualifiers, Asia, 2022",07-10-2021,China PR vs Vietnam,2021,Vietnam,VN,Bùi Tn Trng,True,Failed Using Name Looking at Season and Season +-1,Bùi Tấn Trường,,Match Date Filter Said 0,False
336,1934,"World Cup Qualifiers, Africa, 2018",13-10-2015,Namibia vs Gambia,2015,Gambia,GM,A Jammeh,True,Failed Using Name Looking at Season and Season +-1,Adama Jammeh,,Match Date Filter Said 0,False
337,1875,"World Cup Intercontinental Playoffs, 2014",20-11-2013,Uruguay vs Jordan,2013,Jordan,JO,Moh'd Khier,True,Failed Using Name Looking at Season and Season +-1,Mohammad Khater,,Match Date Filter Said 0,False
338,2552,"World Cup Qualifiers, Asia, 2022",11-11-2021,Vietnam vs Japan,2021,Vietnam,VN,Bùi Tn Trng,True,Failed Using Name Looking at Season and Season +-1,Bùi Tấn Trường,,Match Date Filter Said 0,False
339,2563,"World Cup Qualifiers, Asia, 2022",16-11-2021,Vietnam vs Saudi Arabia,2021,Vietnam,VN,Bùi Tn Trng,True,Failed Using Name Looking at Season and Season +-1,Mohamed Fasal,,Match Date Filter Said 0,False
340,578,"Euros 2016, Qualifiers",12.06.15,Croatia vs Italy,2015,Italy,IT,Pelle,True,Failed Using Name Looking at Season and Season +-1,Graziano Pelle,,Match Date Filter Said 0,False
341,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Italy,IT,Pelle,True,Failed Using Name Looking at Season and Season +-1,Graziano Pelle,,Match Date Filter Said 0,False
342,586,"Euros 2016, Qualifiers",06.09.15,Italy vs Bulgaria,2015,Italy,IT,Pelle,True,Failed Using Name Looking at Season and Season +-1,Graziano Pelle,,Match Date Filter Said 0,False
343,587,"Euros 2016, Qualifiers",10.10.15,Azerbaijan vs Italy,2015,Italy,IT,Pelle,True,Failed Using Name Looking at Season and Season +-1,Graziano Pelle,,Match Date Filter Said 0,False
344,591,"Euros 2016, Qualifiers",13.10.15,Italy vs Norway,2015,Italy,IT,Pelle,True,Failed Using Name Looking at Season and Season +-1,Graziano Pelle,,Match Date Filter Said 0,False
345,2026,"World Cup Qualifiers, Africa, 2018",09-10-2015,Gambia vs Namibia,2015,Gambia,GM,A Jammeh,True,Failed Using Name Looking at Season and Season +-1,Adama Jammeh,,Match Date Filter Said 0,False
346,2068,"World Cup Qualifiers, Africa, 2022",09-10-2021,Ghana vs Zimbabwe,2021,Ghana,GH,A Fatawu,True,Failed Using Name Looking at Season and Season +-1,Hamidu Abdul Fatawu,,Match Date Filter Said 0,False
347,3383,"World Cup Qualifiers, Europe, 2022",14-11-2021,North Macedonia vs Iceland,2021,Iceland,IS,S THordarson,True,Failed Using Name Looking at Season and Season +-1,Stefan Teitur Thordarson,,Match Date Filter Said 0,False
348,3419,"World Cup Qualifiers, Europe, 2022",11-11-2021,Romania vs Iceland,2021,Iceland,IS,S THordarson,True,Failed Using Name Looking at Season and Season +-1,Stefan Teitur Thordarson,,Match Date Filter Said 0,False
349,2819,"World Cup Qualifiers, Europe, 2014",07-06-2013,Armenia vs Malta,2013,Armenia,AM,V Aleksanyan,True,Failed Using Name Looking at Season and Season +-1,Sevak Aslanyan,,Match Date Filter Said 0,False
350,1781,Nations League 2022-2023,04.06.22,Montenegro vs Romania,2022,Romania,RO,Mihaila,True,Failed Using Name Looking at Season and Season +-1,Valentin Mihaila,,Match Date Filter Said 0,False
351,1787,Nations League 2022-2023,14.06.22,Romania vs Montenegro,2022,Romania,RO,Mihaila,True,Failed Using Name Looking at Season and Season +-1,Valentin Mihaila,,Match Date Filter Said 0,False
352,2648,"World Cup Qualifiers, Asia, 2022",10-10-2019,South Korea vs Sri Lanka,2019,Sri Lanka,LK,Mohamed Fasal,True,Failed Using Name Looking at Season and Season +-1,Mohamed Fasal,,Match Date Filter Said 0,False
353,2665,"World Cup Qualifiers, Asia, 2022",16-11-2021,Syria vs Iran,2021,Syria,SY,Khalid Alhaji,True,Failed Using Name Looking at Season and Season +-1,Khalid Ali Al Hajjaji,,Match Date Filter Said 0,False
354,3220,"World Cup Qualifiers, Europe, 2022",11-10-2021,Iceland vs Liechtenstein,2021,Iceland,IS,S THordarson,True,Failed Using Name Looking at Season and Season +-1,Stefan Teitur Thordarson,,Match Date Filter Said 0,False
355,1113,Euros 2016,02.07.16,Germany vs Italy,2016,Italy,IT,Pelle,True,Failed Using Name Looking at Season and Season +-1,Graziano Pelle,,Match Date Filter Said 0,False
356,1121,Euros 2016,27.06.16,Italy vs Spain,2016,Italy,IT,Pelle,True,Failed Using Name Looking at Season and Season +-1,Graziano Pelle,,Match Date Filter Said 0,False
357,1147,Euros 2016,13.06.16,Ireland vs Sweden,2016,Ireland,IE,O`Shea,True,Failed Using Name Looking at Season and Season +-1,John Oshea,,Match Date Filter Said 0,False
358,1148,Euros 2016,13.06.16,Belgium vs Italy,2016,Italy,IT,Pelle,True,Failed Using Name Looking at Season and Season +-1,Graziano Pelle,,Match Date Filter Said 0,False
359,1149,Euros 2016,17.06.16,Italy vs Sweden,2016,Italy,IT,Pelle,True,Failed Using Name Looking at Season and Season +-1,Graziano Pelle,,Match Date Filter Said 0,False
360,1149,Euros 2016,17.06.16,Italy vs Sweden,2016,Sweden,SE,Johansson,True,Failed Using Name Looking at Season and Season +-1,Viktor Johansson,,Match Date Filter Said 0,False
361,1150,Euros 2016,18.06.16,Belgium vs Ireland,2016,Ireland,IE,O`Shea,True,Failed Using Name Looking at Season and Season +-1,John Oshea,,Match Date Filter Said 0,False
362,1152,Euros 2016,22.06.16,Sweden vs Belgium,2016,Sweden,SE,Johansson,True,Failed Using Name Looking at Season and Season +-1,Viktor Johansson,,Match Date Filter Said 0,False
363,2282,"World Cup Qualifiers, Asia, 2018",11-06-2015,India vs Oman,2015,India,IN,D Singh,True,Failed Using Name Looking at Season and Season +-1,Dheeraj Singh,,Match Date Filter Said 0,False
364,2682,"World Cup Qualifiers, Asia, 2022",01-02-2022,Japan vs Saudi Arabia,2022,Japan,JP,Y sako,True,Failed Using Name Looking at Season and Season +-1,Yuya Osako,,Match Date Filter Said 0,False
365,2689,"World Cup Qualifiers, Asia, 2022",19-11-2019,Oman vs India,2019,Oman,OM,Mohsin Al Khaldi,True,Failed Using Name Looking at Season and Season +-1,Mohsin Al Harbi,,Match Date Filter Said 0,False
366,2691,"World Cup Qualifiers, Asia, 2022",05-09-2019,Cambodia vs Hong Kong,2019,Cambodia,KH,Ouk Sovann,True,Failed Using Name Looking at Season and Season +-1,Ouk Sothy,,Match Date Filter Said 0,False
367,2699,"World Cup Qualifiers, Asia, 2022",05-09-2019,Kuwait vs Nepal,2019,Kuwait,KW,Fahad Al Rashidi,True,Failed Using Name Looking at Season and Season +-1,Fahad Aidh Al-Rashidi,,Match Date Filter Said 0,False
368,2703,"World Cup Qualifiers, Asia, 2022",02-09-2021,Iran vs Syria,2021,Syria,SY,Israa Hamwiah,True,Failed Using Name Looking at Season and Season +-1,Esraa Al-Hamwiah,,Match Date Filter Said 0,False
369,2709,"World Cup Qualifiers, Asia, 2026",21-11-2023,Myanmar vs North Korea,2023,Myanmar,MM,Kyaw Soe Moe,True,Failed Using Name Looking at Season and Season +-1,Soe Kyaw Kyaw,,Match Date Filter Said 0,False
370,2709,"World Cup Qualifiers, Asia, 2026",21-11-2023,Myanmar vs North Korea,2023,Myanmar,MM,Thein Zaw Win,True,Failed Using Name Looking at Season and Season +-1,Thein Zaw,,Match Date Filter Said 0,False
371,2709,"World Cup Qualifiers, Asia, 2026",21-11-2023,Myanmar vs North Korea,2023,North Korea,KP,Choe Ok-Chol,True,Failed Using Name Looking at Season and Season +-1,Ok-Chol Jang,,Match Date Filter Said 0,False
372,2709,"World Cup Qualifiers, Asia, 2026",21-11-2023,Myanmar vs North Korea,2023,North Korea,KP,Paek Chung Song,True,Failed Using Name Looking at Season and Season +-1,Chol-ung Song,,Match Date Filter Said 0,False
373,2709,"World Cup Qualifiers, Asia, 2026",21-11-2023,Myanmar vs North Korea,2023,North Korea,KP,Choe Ju-Song,True,Failed Using Name Looking at Season and Season +-1,Chol-ung Song,,Match Date Filter Said 0,False
374,2710,"World Cup Qualifiers, Asia, 2026",12-10-2023,Maldives vs Bangladesh,2023,Bangladesh,BD,Mohamed Sohel Rana,True,Failed Using Name Looking at Season and Season +-1,Mohamed Sohel Rana,,Match Date Filter Said 0,False
375,2718,"World Cup Qualifiers, Asia, 2026",16-11-2023,Syria vs North Korea,2023,Syria,SY,Mohammed Osman,True,Failed Using Name Looking at Season and Season +-1,Mohammed Osman,,Match Date Filter Said 0,False
376,2718,"World Cup Qualifiers, Asia, 2026",16-11-2023,Syria vs North Korea,2023,North Korea,KP,Choe Ok-Chol,True,Failed Using Name Looking at Season and Season +-1,Ok-Chol Jang,,Match Date Filter Said 0,False
377,2718,"World Cup Qualifiers, Asia, 2026",16-11-2023,Syria vs North Korea,2023,North Korea,KP,Kuk-Chol Kang,True,Failed Using Name Looking at Season and Season +-1,Kuk-Chol Kang,,Match Date Filter Said 0,False
378,2718,"World Cup Qualifiers, Asia, 2026",16-11-2023,Syria vs North Korea,2023,North Korea,KP,Choe Ju-Song,True,Failed Using Name Looking at Season and Season +-1,Chol-ung Song,,Match Date Filter Said 0,False
379,2721,"World Cup Qualifiers, Asia, 2026",17-10-2023,Mongolia vs Afghanistan,2023,Mongolia,MN,M Batkhuyag,True,Failed Using Name Looking at Season and Season +-1,Batkhyag Mönkh-Erdene,,Match Date Filter Said 0,False
380,2721,"World Cup Qualifiers, Asia, 2026",17-10-2023,Mongolia vs Afghanistan,2023,Afghanistan,AF,Omid Popalzay,True,Failed Using Name Looking at Season and Season +-1,Omid Popalzay,,Match Date Filter Said 0,False
381,2721,"World Cup Qualifiers, Asia, 2026",17-10-2023,Mongolia vs Afghanistan,2023,Afghanistan,AF,Najim Haidary,True,Failed Using Name Looking at Season and Season +-1,Najim Haidary,,Match Date Filter Said 0,False
382,2721,"World Cup Qualifiers, Asia, 2026",17-10-2023,Mongolia vs Afghanistan,2023,Afghanistan,AF,Noor Husin,True,Failed Using Name Looking at Season and Season +-1,Noor Husin,,Match Date Filter Said 0,False
383,2721,"World Cup Qualifiers, Asia, 2026",17-10-2023,Mongolia vs Afghanistan,2023,Afghanistan,AF,Omran Haydary,True,Failed Using Name Looking at Season and Season +-1,Omran Haydary,,Match Date Filter Said 0,False
384,2721,"World Cup Qualifiers, Asia, 2026",17-10-2023,Mongolia vs Afghanistan,2023,Afghanistan,AF,Jabar Sharza,True,Failed Using Name Looking at Season and Season +-1,Jabar Sharza,,Match Date Filter Said 0,False
385,2723,"World Cup Qualifiers, Asia, 2026",17-10-2023,Timor-Leste vs Chinese Taipei,2023,Chinese Taipei,TW,Huang Tzu-ming,True,Failed Using Name Looking at Season and Season +-1,Hsuan Tuan,,Match Date Filter Said 0,False
386,2728,"World Cup Qualifiers, Asia, 2026",21-11-2023,Afghanistan vs Kuwait,2023,Kuwait,KW,Mohsen Falah,True,Failed Using Name Looking at Season and Season +-1,Mohsen Ghareeb,,Match Date Filter Said 0,False
387,2225,"World Cup Qualifiers, Africa, 2026",16-11-2023,Burundi vs Gambia,2023,Gambia,GM,I Jome,True,Failed Using Name Looking at Season and Season +-1,Ismaila Jome,,Match Date Filter Said 0,False
388,2241,"World Cup Qualifiers, Africa, 2026",16-11-2023,Nigeria vs Lesotho,2023,Nigeria,NG,J Collins,True,Failed Using Name Looking at Season and Season +-1,Jamilu Collins,,Match Date Filter Said 0,False
389,2243,"World Cup Qualifiers, Africa, 2026",20-11-2023,Liberia vs Equatorial Guinea,2023,Liberia,LR,A Williams,True,Failed Using Name Looking at Season and Season +-1,Ashley Williams,,Match Date Filter Said 0,False
390,2247,"World Cup Qualifiers, Africa, 2026",17-11-2023,Cote d'Ivoire vs Seychelles,2023,Seychelles,SC,L Panayi,True,Failed Using Name Looking at Season and Season +-1,Lucas Panayi,,Match Date Filter Said 0,False
391,2247,"World Cup Qualifiers, Africa, 2026",17-11-2023,Cote d'Ivoire vs Seychelles,2023,Seychelles,SC,E Sopha,True,Failed Using Name Looking at Season and Season +-1,Ellie Sopha,,Match Date Filter Said 0,False
392,2247,"World Cup Qualifiers, Africa, 2026",17-11-2023,Cote d'Ivoire vs Seychelles,2023,Seychelles,SC,I Raheriniaina,True,Failed Using Name Looking at Season and Season +-1,Imra Raheriniaina,,Match Date Filter Said 0,False
393,2247,"World Cup Qualifiers, Africa, 2026",17-11-2023,Cote d'Ivoire vs Seychelles,2023,Seychelles,SC,N Bibi,True,Failed Using Name Looking at Season and Season +-1,Norris Bibi,,Match Date Filter Said 0,False
394,2247,"World Cup Qualifiers, Africa, 2026",17-11-2023,Cote d'Ivoire vs Seychelles,2023,Seychelles,SC,M Freminot,True,Failed Using Name Looking at Season and Season +-1,Majid Freminot,,Match Date Filter Said 0,False
395,2248,"World Cup Qualifiers, Africa, 2026",21-11-2023,Botswana vs Guinea,2023,Botswana,BW,M Ngele,True,Failed Using Name Looking at Season and Season +-1,Mogakolodi Ngele,,Match Date Filter Said 0,False
396,2254,"World Cup Qualifiers, Asia, 2014",06-09-2013,Jordan vs Uzbekistan,2013,Jordan,JO,Mohammad Ali,True,Failed Using Name Looking at Season and Season +-1,Mohammad Al-Zoubi,,Match Date Filter Said 0,False
397,2256,"World Cup Qualifiers, Asia, 2014",18-06-2013,Uzbekistan vs Qatar,2013,Qatar,QA,Yousef Ahmad,True,Failed Using Name Looking at Season and Season +-1,Yousef Aymen,,Match Date Filter Said 0,False
398,2259,"World Cup Qualifiers, Asia, 2014",18-06-2013,Jordan vs Oman,2013,Jordan,JO,Mohammad Ali,True,Failed Using Name Looking at Season and Season +-1,Mohammad Al-Zoubi,,Match Date Filter Said 0,False
399,2261,"World Cup Qualifiers, Asia, 2014",10-09-2013,Uzbekistan vs Jordan,2013,Jordan,JO,Mohammad Ali,True,Failed Using Name Looking at Season and Season +-1,Mohammad Al-Zoubi,,Match Date Filter Said 0,False
400,2266,"World Cup Qualifiers, Asia, 2018",08-09-2015,Laos vs Kuwait,2015,Kuwait,KW,Musaed Al Enazi,True,Failed Using Name Looking at Season and Season +-1,Mesaed Al-Enezi,,Match Date Filter Said 0,False
401,2267,"World Cup Qualifiers, Asia, 2018",08-09-2015,Chinese Taipei vs Vietnam,2015,Vietnam,VN,Phm Thành Lng,True,Failed Using Name Looking at Season and Season +-1,Pham Thanh Long Le,,Match Date Filter Said 0,False
402,1681,Nations League 2020-2021,15.11.20,Belarus vs Lithuania,2020,Lithuania,LT,Tau Eliosius,True,Failed Using Name Looking at Season and Season +-1,Tadas Eliosius,,Match Date Filter Said 0,False
403,3487,"African Cup of Nations, 2015",17-01-2015,Burkina Faso vs Gabon,2015,Burkina Faso,BF,M Ko,True,Failed Using Name Looking at Season and Season +-1,Mbah Koné,,Match Date Filter Said 0,False
404,804,"Euros 2020, Qualifiers",11.10.19,Iceland vs France,2019,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
405,2177,"World Cup Qualifiers, Africa, 2022",07-10-2021,Equatorial Guinea vs Zambia,2021,Zambia,ZM,D Chapa,True,Failed Using Name Looking at Season and Season +-1,Dickson Chapa,,Match Date Filter Said 0,False
406,2179,"World Cup Qualifiers, Africa, 2022",10-09-2019,Zimbabwe vs Somalia,2019,Somalia,SO,A Hussein,True,Failed Using Name Looking at Season and Season +-1,Ayman Mohamed Hussein,,Match Date Filter Said 0,False
407,2186,"World Cup Qualifiers, Africa, 2022",02-09-2021,Kenya vs Uganda,2021,Kenya,KE,E Asike,True,Failed Using Name Looking at Season and Season +-1,Eugene Asike,,Match Date Filter Said 0,False
408,2188,"World Cup Qualifiers, Africa, 2022",14-11-2021,Zimbabwe vs Ethiopia,2021,Zimbabwe,ZW,K Moyo,True,Failed Using Name Looking at Season and Season +-1,Kelvin Moyo,,Match Date Filter Said 0,False
409,2189,"World Cup Qualifiers, Africa, 2022",05-09-2021,Rwanda vs Kenya,2021,Kenya,KE,E Asike,True,Failed Using Name Looking at Season and Season +-1,Eugene Asike,,Match Date Filter Said 0,False
410,2191,"World Cup Qualifiers, Africa, 2022",08-10-2021,Malawi vs Cote d'Ivoire,2021,Malawi,MW,R Chipuwa,True,Failed Using Name Looking at Season and Season +-1,Richard Chipuwa,,Match Date Filter Said 0,False
411,2192,"World Cup Qualifiers, Africa, 2022",29-03-2022,Senegal vs Egypt,2022,Egypt,EG,Rami Rabia,True,Failed Using Name Looking at Season and Season +-1,Rami Rabia,,Match Date Filter Said 0,False
412,2193,"World Cup Qualifiers, Africa, 2022",09-10-2021,Ethiopia vs South Africa,2021,South Africa,ZA,T Mabasa,True,Failed Using Name Looking at Season and Season +-1,Tshegofatso Mabasa,,Match Date Filter Said 0,False
413,2194,"World Cup Qualifiers, Africa, 2022",07-09-2021,Angola vs Libya,2021,Angola,AO,Fábio Abreu,True,Failed Using Name Looking at Season and Season +-1,Fabio Abreu,,Match Date Filter Said 0,False
414,2197,"World Cup Qualifiers, Africa, 2022",08-10-2021,Cameroon vs Mozambique,2021,Mozambique,MZ,N Norberto,True,Failed Using Name Looking at Season and Season +-1,Norberto,,Match Date Filter Said 0,False
415,2210,"World Cup Qualifiers, Africa, 2026",16-11-2023,Botswana vs Mozambique,2023,Mozambique,MZ,Faisal Bangal,True,Failed Using Name Looking at Season and Season +-1,Faisal Bangal,,Match Date Filter Said 0,False
416,2212,"World Cup Qualifiers, Africa, 2026",21-11-2023,Libya vs Cameroon,2023,Libya,LY,Abdelaziz Ali,True,Failed Using Name Looking at Season and Season +-1,Abdelaziz Ali,,Match Date Filter Said 0,False
417,2212,"World Cup Qualifiers, Africa, 2026",21-11-2023,Libya vs Cameroon,2023,Libya,LY,Abdallah Dagou,True,Failed Using Name Looking at Season and Season +-1,Abdallah Dagou,,Match Date Filter Said 0,False
418,2216,"World Cup Qualifiers, Africa, 2026",17-11-2023,Eswatini vs Libya,2023,Libya,LY,Abdelaziz Ali,True,Failed Using Name Looking at Season and Season +-1,Abdelaziz Ali,,Match Date Filter Said 0,False
419,2220,"World Cup Qualifiers, Africa, 2026",20-11-2023,Seychelles vs Kenya,2023,Seychelles,SC,L Panayi,True,Failed Using Name Looking at Season and Season +-1,Lucas Panayi,,Match Date Filter Said 0,False
420,2220,"World Cup Qualifiers, Africa, 2026",20-11-2023,Seychelles vs Kenya,2023,Seychelles,SC,E Sopha,True,Failed Using Name Looking at Season and Season +-1,Ellie Sopha,,Match Date Filter Said 0,False
421,2220,"World Cup Qualifiers, Africa, 2026",20-11-2023,Seychelles vs Kenya,2023,Seychelles,SC,I Raheriniaina,True,Failed Using Name Looking at Season and Season +-1,Imra Raheriniaina,,Match Date Filter Said 0,False
422,2736,"World Cup Qualifiers, Asia, 2026",21-11-2023,India vs Qatar,2023,India,IN,L Ralte,True,Failed Using Name Looking at Season and Season +-1,Lalrindika Ralte,,Match Date Filter Said 0,False
423,2737,"World Cup Qualifiers, Asia, 2026",21-11-2023,Jordan vs Saudi Arabia,2023,Saudi Arabia,SA,Ali Abdullah Hazzazi,True,Failed Using Name Looking at Season and Season +-1,Ali Abdullah Hazazi,,Match Date Filter Said 0,False
424,2740,"World Cup Qualifiers, Asia, 2026",21-11-2023,Bangladesh vs Lebanon,2023,Bangladesh,BD,Mohamed Sohel Rana,True,Failed Using Name Looking at Season and Season +-1,Mohamed Sohel Rana,,Match Date Filter Said 0,False
425,2743,"World Cup Qualifiers, Asia, 2026",16-11-2023,Thailand vs China PR,2023,Thailand,TH,T Do,True,Failed Using Name Looking at Season and Season +-1,Tristan Do,,Match Date Filter Said 0,False
426,2744,"World Cup Qualifiers, Asia, 2026",21-11-2023,Singapore vs Thailand,2023,Thailand,TH,N Selanon,True,Failed Using Name Looking at Season and Season +-1,Nitipong Selanon,,Match Date Filter Said 0,False
427,2749,"World Cup Qualifiers, Asia, 2026",16-11-2023,Lebanon vs Palestine,2023,Lebanon,LB,Majed Osman,True,Failed Using Name Looking at Season and Season +-1,Majed Osman,,Match Date Filter Said 0,False
428,2750,"World Cup Qualifiers, Asia, 2026",16-11-2023,Kuwait vs India,2023,Kuwait,KW,Mohsen Falah,True,Failed Using Name Looking at Season and Season +-1,Mohsen Ghareeb,,Match Date Filter Said 0,False
429,2750,"World Cup Qualifiers, Asia, 2026",16-11-2023,Kuwait vs India,2023,India,IN,L Ralte,True,Failed Using Name Looking at Season and Season +-1,Lalrindika Ralte,,Match Date Filter Said 0,False
430,2751,"World Cup Qualifiers, Asia, 2026",12-10-2023,Myanmar vs Macao,2023,Myanmar,MM,Kyaw Soe Moe,True,Failed Using Name Looking at Season and Season +-1,Soe Kyaw Kyaw,,Match Date Filter Said 0,False
431,2756,"World Cup Qualifiers, Asia, 2026",17-10-2023,Bangladesh vs Maldives,2023,Bangladesh,BD,Mohamed Sohel Rana,True,Failed Using Name Looking at Season and Season +-1,Mohamed Sohel Rana,,Match Date Filter Said 0,False
432,2757,"World Cup Qualifiers, Asia, 2026",21-11-2023,Syria vs Japan,2023,Syria,SY,Mohammed Osman,True,Failed Using Name Looking at Season and Season +-1,Mohammed Osman,,Match Date Filter Said 0,False
433,2759,"World Cup Qualifiers, Asia, 2026",12-10-2023,Afghanistan vs Mongolia,2023,Afghanistan,AF,Omid Popalzay,True,Failed Using Name Looking at Season and Season +-1,Omid Popalzay,,Match Date Filter Said 0,False
