,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
21,2121,518,2073,"World Cup Qualifiers, Africa, 2022",02-09-2021,Namibia vs Congo,2021,Congo,CG,S Bitsindou,True,Lookup Required,0,,Match Date Filter Said 0,False
22,2122,519,2073,"World Cup Qualifiers, Africa, 2022",02-09-2021,Namibia vs Congo,2021,Congo,CG,M Tchibota,True,Lookup Required,0,,Match Date Filter Said 0,False
23,2138,535,2097,"World Cup Qualifiers, Africa, 2022",12-10-2021,Congo vs Togo,2021,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
24,2139,536,2097,"World Cup Qualifiers, Africa, 2022",12-10-2021,Congo vs Togo,2021,Congo,CG,K Mouandza Mapata,True,Lookup Required,0,,Match Date Filter Said 0,False
25,2140,537,2097,"World Cup Qualifiers, Africa, 2022",12-10-2021,Congo vs Togo,2021,Congo,CG,V Rozan,True,Lookup Required,0,,Match Date Filter Said 0,False
26,2141,538,2097,"World Cup Qualifiers, Africa, 2022",12-10-2021,Congo vs Togo,2021,Congo,CG,R Goteni,True,Lookup Required,0,,Match Date Filter Said 0,False
27,2142,539,2097,"World Cup Qualifiers, Africa, 2022",12-10-2021,Congo vs Togo,2021,Congo,CG,H Ossete,True,Lookup Required,0,,Match Date Filter Said 0,False
28,2143,540,2097,"World Cup Qualifiers, Africa, 2022",12-10-2021,Congo vs Togo,2021,Congo,CG,P Mboungou,True,Lookup Required,0,,Match Date Filter Said 0,False
29,2144,541,2097,"World Cup Qualifiers, Africa, 2022",12-10-2021,Congo vs Togo,2021,Congo,CG,G Mbenza,True,Lookup Required,0,,Match Date Filter Said 0,False
30,2151,548,2110,"World Cup Qualifiers, Africa, 2022",14-11-2021,Senegal vs Congo,2021,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
31,2152,549,2110,"World Cup Qualifiers, Africa, 2022",14-11-2021,Senegal vs Congo,2021,Congo,CG,R Tsouka,True,Lookup Required,0,,Match Date Filter Said 0,False
32,2153,550,2110,"World Cup Qualifiers, Africa, 2022",14-11-2021,Senegal vs Congo,2021,Congo,CG,V Rozan,True,Lookup Required,0,,Match Date Filter Said 0,False
33,2154,551,2110,"World Cup Qualifiers, Africa, 2022",14-11-2021,Senegal vs Congo,2021,Congo,CG,C Bakoua,True,Lookup Required,0,,Match Date Filter Said 0,False
34,2155,552,2110,"World Cup Qualifiers, Africa, 2022",14-11-2021,Senegal vs Congo,2021,Congo,CG,R Ovouka,True,Lookup Required,0,,Match Date Filter Said 0,False
35,2156,553,2110,"World Cup Qualifiers, Africa, 2022",14-11-2021,Senegal vs Congo,2021,Congo,CG,G Mbenza,True,Lookup Required,0,,Match Date Filter Said 0,False
36,2163,560,2116,"World Cup Qualifiers, Africa, 2022",07-09-2021,Congo vs Senegal,2021,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
37,2164,561,2116,"World Cup Qualifiers, Africa, 2022",07-09-2021,Congo vs Senegal,2021,Congo,CG,R Tsouka,True,Lookup Required,0,,Match Date Filter Said 0,False
38,2165,562,2116,"World Cup Qualifiers, Africa, 2022",07-09-2021,Congo vs Senegal,2021,Congo,CG,V Rozan,True,Lookup Required,0,,Match Date Filter Said 0,False
39,2166,563,2116,"World Cup Qualifiers, Africa, 2022",07-09-2021,Congo vs Senegal,2021,Congo,CG,Baron Kibamba,True,Lookup Required,0,,Match Date Filter Said 0,False
40,2167,564,2116,"World Cup Qualifiers, Africa, 2022",07-09-2021,Congo vs Senegal,2021,Congo,CG,P Mboungou,True,Lookup Required,0,,Match Date Filter Said 0,False
41,2455,852,1939,"World Cup Qualifiers, Africa, 2018",14-11-2015,Ethiopia vs Congo,2015,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
42,2456,853,1939,"World Cup Qualifiers, Africa, 2018",14-11-2015,Ethiopia vs Congo,2015,Congo,CG,D Bissiki,True,Lookup Required,0,,Match Date Filter Said 0,False
43,2457,854,1939,"World Cup Qualifiers, Africa, 2018",14-11-2015,Ethiopia vs Congo,2015,Congo,CG,F N'Ganga,True,Lookup Required,0,,Match Date Filter Said 0,False
44,2458,855,1939,"World Cup Qualifiers, Africa, 2018",14-11-2015,Ethiopia vs Congo,2015,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
45,2459,856,1939,"World Cup Qualifiers, Africa, 2018",14-11-2015,Ethiopia vs Congo,2015,Congo,CG,S Babélé,True,Lookup Required,0,,Match Date Filter Said 0,False
46,2460,857,1939,"World Cup Qualifiers, Africa, 2018",14-11-2015,Ethiopia vs Congo,2015,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
47,2461,858,1939,"World Cup Qualifiers, Africa, 2018",14-11-2015,Ethiopia vs Congo,2015,Congo,CG,F Ondama,True,Lookup Required,0,,Match Date Filter Said 0,False
48,2462,859,1939,"World Cup Qualifiers, Africa, 2018",14-11-2015,Ethiopia vs Congo,2015,Congo,CG,M Nkounkou,True,Lookup Required,0,,Match Date Filter Said 0,False
49,2490,887,1964,"World Cup Qualifiers, Africa, 2018",12-11-2016,Uganda vs Congo,2016,Congo,CG,W Mongondza,True,Lookup Required,0,,Match Date Filter Said 0,False
50,2491,888,1964,"World Cup Qualifiers, Africa, 2018",12-11-2016,Uganda vs Congo,2016,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
51,2492,889,1964,"World Cup Qualifiers, Africa, 2018",12-11-2016,Uganda vs Congo,2016,Congo,CG,B Moubhio,True,Lookup Required,0,,Match Date Filter Said 0,False
52,2493,890,1964,"World Cup Qualifiers, Africa, 2018",12-11-2016,Uganda vs Congo,2016,Congo,CG,B Itoua,True,Lookup Required,0,,Match Date Filter Said 0,False
53,2494,891,1964,"World Cup Qualifiers, Africa, 2018",12-11-2016,Uganda vs Congo,2016,Congo,CG,C Bakoua,True,Lookup Required,0,,Match Date Filter Said 0,False
54,2495,892,1964,"World Cup Qualifiers, Africa, 2018",12-11-2016,Uganda vs Congo,2016,Congo,CG,J Massengo,True,Lookup Required,0,,Match Date Filter Said 0,False
55,2496,893,1964,"World Cup Qualifiers, Africa, 2018",12-11-2016,Uganda vs Congo,2016,Congo,CG,K Moukassa,True,Lookup Required,0,,Match Date Filter Said 0,False
56,2497,894,1965,"World Cup Qualifiers, Africa, 2018",05-09-2017,Congo vs Ghana,2017,Congo,CG,C Dikamona,True,Lookup Required,0,,Match Date Filter Said 0,False
57,2498,895,1965,"World Cup Qualifiers, Africa, 2018",05-09-2017,Congo vs Ghana,2017,Congo,CG,V Illoy-Ayyet,True,Lookup Required,0,,Match Date Filter Said 0,False
58,2499,896,1965,"World Cup Qualifiers, Africa, 2018",05-09-2017,Congo vs Ghana,2017,Congo,CG,F Ondama,True,Lookup Required,0,,Match Date Filter Said 0,False
59,2500,897,1965,"World Cup Qualifiers, Africa, 2018",05-09-2017,Congo vs Ghana,2017,Congo,CG,C Gandzé,True,Lookup Required,0,,Match Date Filter Said 0,False
60,2584,981,1891,"World Cup Qualifiers, Africa, 2014",07-09-2013,Niger vs Congo,2013,Congo,CG,C Samba,True,Lookup Required,0,,Match Date Filter Said 0,False
61,2585,982,1891,"World Cup Qualifiers, Africa, 2014",07-09-2013,Niger vs Congo,2013,Congo,CG,D Makita-Passy,True,Lookup Required,0,,Match Date Filter Said 0,False
62,2586,983,1891,"World Cup Qualifiers, Africa, 2014",07-09-2013,Niger vs Congo,2013,Congo,CG,F N'Ganga,True,Lookup Required,0,,Match Date Filter Said 0,False
63,2587,984,1891,"World Cup Qualifiers, Africa, 2014",07-09-2013,Niger vs Congo,2013,Congo,CG,I N'Ganga,True,Lookup Required,0,,Match Date Filter Said 0,False
64,2588,985,1891,"World Cup Qualifiers, Africa, 2014",07-09-2013,Niger vs Congo,2013,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
65,2589,986,1891,"World Cup Qualifiers, Africa, 2014",07-09-2013,Niger vs Congo,2013,Congo,CG,O Ewolo,True,Lookup Required,0,,Match Date Filter Said 0,False
66,2590,987,1891,"World Cup Qualifiers, Africa, 2014",07-09-2013,Niger vs Congo,2013,Congo,CG,U Kapolongo,True,Lookup Required,0,,Match Date Filter Said 0,False
67,2606,1003,1921,"World Cup Qualifiers, Africa, 2018",09-10-2016,Congo vs Egypt,2016,Congo,CG,G Mouyabi,True,Lookup Required,0,,Match Date Filter Said 0,False
68,2607,1004,1921,"World Cup Qualifiers, Africa, 2018",09-10-2016,Congo vs Egypt,2016,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
69,2608,1005,1921,"World Cup Qualifiers, Africa, 2018",09-10-2016,Congo vs Egypt,2016,Congo,CG,B Moubhio,True,Lookup Required,0,,Match Date Filter Said 0,False
70,2609,1006,1921,"World Cup Qualifiers, Africa, 2018",09-10-2016,Congo vs Egypt,2016,Congo,CG,B Itoua,True,Lookup Required,0,,Match Date Filter Said 0,False
71,2610,1007,1921,"World Cup Qualifiers, Africa, 2018",09-10-2016,Congo vs Egypt,2016,Congo,CG,C Bakoua,True,Lookup Required,0,,Match Date Filter Said 0,False
72,2611,1008,1921,"World Cup Qualifiers, Africa, 2018",09-10-2016,Congo vs Egypt,2016,Congo,CG,I Ngampio,True,Lookup Required,0,,Match Date Filter Said 0,False
73,2612,1009,1921,"World Cup Qualifiers, Africa, 2018",09-10-2016,Congo vs Egypt,2016,Congo,CG,F Ondama,True,Lookup Required,0,,Match Date Filter Said 0,False
74,2613,1010,1921,"World Cup Qualifiers, Africa, 2018",09-10-2016,Congo vs Egypt,2016,Congo,CG,J Massengo,True,Lookup Required,0,,Match Date Filter Said 0,False
75,2614,1011,1921,"World Cup Qualifiers, Africa, 2018",09-10-2016,Congo vs Egypt,2016,Congo,CG,K Moukassa,True,Lookup Required,0,,Match Date Filter Said 0,False
76,2654,1051,2006,"World Cup Qualifiers, Africa, 2018",01-09-2017,Ghana vs Congo,2017,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
77,2655,1052,2006,"World Cup Qualifiers, Africa, 2018",01-09-2017,Ghana vs Congo,2017,Congo,CG,B Itoua,True,Lookup Required,0,,Match Date Filter Said 0,False
78,2656,1053,2006,"World Cup Qualifiers, Africa, 2018",01-09-2017,Ghana vs Congo,2017,Congo,CG,F Ondama,True,Lookup Required,0,,Match Date Filter Said 0,False
79,2657,1054,2006,"World Cup Qualifiers, Africa, 2018",01-09-2017,Ghana vs Congo,2017,Congo,CG,C Gandzé,True,Lookup Required,0,,Match Date Filter Said 0,False
80,2663,1060,2018,"World Cup Qualifiers, Africa, 2018",12-11-2017,Congo vs Uganda,2017,Congo,CG,R Etou,True,Lookup Required,0,,Match Date Filter Said 0,False
81,2664,1061,2018,"World Cup Qualifiers, Africa, 2018",12-11-2017,Congo vs Uganda,2017,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
82,2665,1062,2018,"World Cup Qualifiers, Africa, 2018",12-11-2017,Congo vs Uganda,2017,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
83,2666,1063,2018,"World Cup Qualifiers, Africa, 2018",12-11-2017,Congo vs Uganda,2017,Congo,CG,S Pambou,True,Lookup Required,0,,Match Date Filter Said 0,False
84,2667,1064,2020,"World Cup Qualifiers, Africa, 2018",08-10-2017,Egypt vs Congo,2017,Congo,CG,R Etou,True,Lookup Required,0,,Match Date Filter Said 0,False
85,2668,1065,2020,"World Cup Qualifiers, Africa, 2018",08-10-2017,Egypt vs Congo,2017,Congo,CG,B Itoua,True,Lookup Required,0,,Match Date Filter Said 0,False
86,2669,1066,2020,"World Cup Qualifiers, Africa, 2018",08-10-2017,Egypt vs Congo,2017,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
87,3066,1463,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
88,3067,1464,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,D Bissiki,True,Lookup Required,0,,Match Date Filter Said 0,False
89,3068,1465,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,F N'Ganga,True,Lookup Required,0,,Match Date Filter Said 0,False
90,3069,1466,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
91,3070,1467,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,S Babélé,True,Lookup Required,0,,Match Date Filter Said 0,False
92,3071,1468,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
93,3072,1469,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,F Ondama,True,Lookup Required,0,,Match Date Filter Said 0,False
94,3073,1470,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,M Nkounkou,True,Lookup Required,0,,Match Date Filter Said 0,False
95,3080,1477,2044,"World Cup Qualifiers, Africa, 2022",09-10-2021,Togo vs Congo,2021,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
96,3081,1478,2044,"World Cup Qualifiers, Africa, 2022",09-10-2021,Togo vs Congo,2021,Congo,CG,R Tsouka,True,Lookup Required,0,,Match Date Filter Said 0,False
97,3082,1479,2044,"World Cup Qualifiers, Africa, 2022",09-10-2021,Togo vs Congo,2021,Congo,CG,V Rozan,True,Lookup Required,0,,Match Date Filter Said 0,False
98,3083,1480,2044,"World Cup Qualifiers, Africa, 2022",09-10-2021,Togo vs Congo,2021,Congo,CG,P Mboungou,True,Lookup Required,0,,Match Date Filter Said 0,False
99,3115,1512,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
100,3116,1513,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
101,3117,1514,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,S Babélé,True,Lookup Required,0,,Match Date Filter Said 0,False
102,3118,1515,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,B Moubhio,True,Lookup Required,0,,Match Date Filter Said 0,False
103,3119,1516,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,D Bissiki,True,Lookup Required,0,,Match Date Filter Said 0,False
104,3120,1517,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
105,3121,1518,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,C Gandzé,True,Lookup Required,0,,Match Date Filter Said 0,False
106,3123,1520,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
107,3124,1521,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
108,3125,1522,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,F N'Ganga,True,Lookup Required,0,,Match Date Filter Said 0,False
109,3126,1523,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,S Babélé,True,Lookup Required,0,,Match Date Filter Said 0,False
110,3127,1524,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,D Bissiki,True,Lookup Required,0,,Match Date Filter Said 0,False
111,3128,1525,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
112,3529,1926,2164,"World Cup Qualifiers, Africa, 2022",11-11-2021,Congo vs Namibia,2021,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
113,3530,1927,2164,"World Cup Qualifiers, Africa, 2022",11-11-2021,Congo vs Namibia,2021,Congo,CG,K Mouandza Mapata,True,Lookup Required,0,,Match Date Filter Said 0,False
114,3531,1928,2164,"World Cup Qualifiers, Africa, 2022",11-11-2021,Congo vs Namibia,2021,Congo,CG,V Rozan,True,Lookup Required,0,,Match Date Filter Said 0,False
115,3532,1929,2164,"World Cup Qualifiers, Africa, 2022",11-11-2021,Congo vs Namibia,2021,Congo,CG,C Bakoua,True,Lookup Required,0,,Match Date Filter Said 0,False
116,3533,1930,2164,"World Cup Qualifiers, Africa, 2022",11-11-2021,Congo vs Namibia,2021,Congo,CG,R Tsouka,True,Lookup Required,0,,Match Date Filter Said 0,False
117,3534,1931,2164,"World Cup Qualifiers, Africa, 2022",11-11-2021,Congo vs Namibia,2021,Congo,CG,P Mboungou,True,Lookup Required,0,,Match Date Filter Said 0,False
118,3535,1932,2164,"World Cup Qualifiers, Africa, 2022",11-11-2021,Congo vs Namibia,2021,Congo,CG,M Tchibota,True,Lookup Required,0,,Match Date Filter Said 0,False
119,3536,1933,2164,"World Cup Qualifiers, Africa, 2022",11-11-2021,Congo vs Namibia,2021,Congo,CG,G Mbenza,True,Lookup Required,0,,Match Date Filter Said 0,False
